timeInstance, accX, accY, accZ, gyroX, gyroY, gyroZ, temp
4372615, 0.029297, -0.021729, 0.920654, 2.378049, -1.036585, -0.243902, 33.000587
4374248, 0.023682, -0.011963, 0.914551, 2.317073, -1.158537, -0.243902, 33.141762
4375882, 0.020508, -0.019287, 0.917480, 2.195122, -0.975610, -0.243902, 33.188824
4377516, 0.021973, -0.011230, 0.910400, 2.012195, -1.036585, -0.304878, 33.141762
4379149, 0.020508, -0.020752, 0.920166, 2.134146, -1.158537, -0.060976, 33.094704
4380782, 0.021240, -0.017090, 0.920166, 2.134146, -1.219512, -0.182927, 33.141762
4382416, 0.017822, -0.013428, 0.926270, 2.012195, -1.036585, -0.121951, 33.094704
4384049, 0.020752, -0.018311, 0.908203, 1.951220, -1.036585, -0.365854, 33.141762
4385683, 0.017090, -0.015137, 0.918213, 2.256098, -1.158537, -0.365854, 33.188824
4387316, 0.020020, -0.016602, 0.915527, 2.256098, -0.975610, -0.182927, 33.047646
4388949, 0.014404, -0.013184, 0.909424, 2.073171, -1.036585, -0.243902, 33.094704
4390583, 0.021240, -0.017090, 0.911621, 2.012195, -0.975610, -0.243902, 33.141762
4392216, 0.018799, -0.010742, 0.916748, 2.134146, -0.731707, -0.304878, 33.094704
4393850, 0.016357, -0.007812, 0.921631, 2.195122, -1.280488, -0.121951, 33.141762
4395483, 0.018799, -0.016602, 0.915771, 2.134146, -1.158537, -0.304878, 33.188824
4397117, 0.012695, -0.013184, 0.918457, 2.073171, -0.914634, -0.182927, 33.047646
4398751, 0.017578, -0.015137, 0.922607, 2.134146, -0.975610, -0.243902, 33.141762
4400384, 0.020508, -0.017578, 0.922852, 2.256098, -1.219512, -0.182927, 33.094704
4402007, 0.023682, -0.018799, 0.906738, 2.073171, -1.158537, -0.243902, 33.188824
4403641, 0.020020, -0.017822, 0.917969, 2.195122, -1.097561, -0.243902, 33.188824
4405274, 0.013916, -0.020264, 0.910889, 2.134146, -0.975610, -0.121951, 33.141762
4406908, 0.017822, -0.013672, 0.916748, 2.195122, -0.975610, -0.121951, 33.094704
4408541, 0.012939, -0.015137, 0.917236, 2.195122, -1.097561, -0.121951, 33.047646
4410174, 0.020020, -0.016357, 0.916992, 2.195122, -1.097561, 0.000000, 33.094704
4411808, 0.018799, -0.019043, 0.914062, 2.195122, -1.036585, -0.426829, 33.141762
4413441, 0.020752, -0.017334, 0.909424, 2.073171, -0.975610, -0.121951, 33.094704
4415075, 0.016113, -0.010010, 0.912842, 2.195122, -1.097561, 0.000000, 33.047646
4416708, 0.013428, -0.017334, 0.914307, 2.195122, -1.158537, -0.121951, 33.094704
4418341, 0.017090, -0.018555, 0.906006, 2.012195, -1.158537, -0.304878, 33.141762
4419975, 0.021973, -0.020508, 0.910645, 2.195122, -1.158537, -0.243902, 33.094704
4421615, 0.021484, -0.013916, 0.909424, 2.195122, -0.975610, -0.243902, 33.047646
4423248, 0.022705, -0.019531, 0.920410, 2.012195, -1.097561, -0.304878, 33.094704
4424882, 0.020020, -0.016357, 0.915283, 2.073171, -0.975610, -0.304878, 33.141762
4426516, 0.020020, -0.016113, 0.906494, 2.256098, -1.158537, -0.121951, 33.188824
4428149, 0.017578, -0.017090, 0.911133, 2.378049, -1.036585, -0.365854, 33.094704
4429782, 0.022217, -0.016357, 0.908203, 2.134146, -0.975610, -0.182927, 33.141762
4431416, 0.022217, -0.012939, 0.914551, 2.256098, -1.219512, -0.182927, 33.094704
4433049, 0.014404, -0.011475, 0.915283, 2.134146, -1.097561, -0.182927, 33.094704
4434683, 0.019287, -0.013428, 0.913330, 2.073171, -1.036585, -0.304878, 33.094704
4436316, 0.017090, -0.012695, 0.913330, 2.073171, -1.036585, -0.243902, 33.141762
4437949, 0.020508, -0.010010, 0.915039, 2.195122, -1.097561, -0.121951, 33.000587
4439583, 0.015869, -0.020020, 0.921875, 2.195122, -1.036585, -0.243902, 33.141762
4441216, 0.014404, -0.017578, 0.919434, 2.256098, -1.219512, -0.304878, 33.188824
4442850, 0.019287, -0.013916, 0.913818, 2.134146, -0.975610, -0.121951, 33.047646
4444483, 0.022217, -0.019531, 0.910889, 2.012195, -1.097561, -0.182927, 33.094704
4446117, 0.021729, -0.017578, 0.919189, 2.134146, -1.097561, -0.182927, 33.141762
4447751, 0.020264, -0.017822, 0.916260, 2.134146, -1.036585, -0.060976, 33.188824
4449384, 0.015869, -0.013184, 0.925781, 2.012195, -1.097561, -0.243902, 33.047646
4451007, 0.016357, -0.015625, 0.921143, 2.073171, -1.097561, -0.182927, 33.094704
4452641, 0.019531, -0.019531, 0.918213, 2.073171, -1.036585, -0.182927, 33.141762
4454274, 0.021729, -0.015137, 0.917236, 2.195122, -0.914634, -0.304878, 33.094704
4455908, 0.017334, -0.010254, 0.917725, 2.378049, -0.914634, -0.243902, 33.141762
4457541, 0.020020, -0.017090, 0.920898, 2.195122, -1.036585, -0.182927, 33.094704
4459174, 0.019531, -0.015869, 0.919434, 2.195122, -1.097561, -0.060976, 33.094704
4460808, 0.019287, -0.017578, 0.917236, 2.256098, -0.853659, -0.121951, 33.141762
4462441, 0.019043, -0.016357, 0.916748, 2.012195, -1.280488, -0.182927, 33.188824
4464075, 0.015625, -0.012695, 0.918213, 1.951220, -0.975610, -0.243902, 33.094704
4465708, 0.021729, -0.020508, 0.915771, 2.195122, -1.036585, -0.121951, 33.188824
4467341, 0.009521, -0.016357, 0.913574, 2.134146, -1.219512, -0.243902, 33.141762
4468975, 0.013916, -0.017334, 0.922119, 2.134146, -1.036585, -0.243902, 33.094704
4470615, 0.014893, -0.013672, 0.914551, 2.256098, -1.036585, -0.304878, 33.047646
4472248, 0.018799, -0.016602, 0.923096, 2.134146, -1.219512, -0.304878, 33.094704
4473882, 0.018799, -0.016113, 0.916748, 2.134146, -0.792683, -0.121951, 33.047646
4475516, 0.018799, -0.015137, 0.910889, 2.195122, -0.975610, -0.304878, 33.094704
4477149, 0.020508, -0.014648, 0.915283, 2.012195, -0.792683, -0.182927, 33.047646
4478782, 0.018311, -0.015869, 0.912598, 2.195122, -0.975610, -0.243902, 33.094704
4480416, 0.019775, -0.011963, 0.917480, 2.195122, -1.280488, -0.182927, 33.141762
4482049, 0.017334, -0.015137, 0.910156, 2.195122, -1.036585, -0.243902, 33.094704
4483683, 0.019287, -0.015869, 0.920166, 2.195122, -1.036585, -0.243902, 33.141762
4485316, 0.017334, -0.017822, 0.920410, 2.195122, -0.914634, -0.182927, 33.094704
4486949, 0.017578, -0.015381, 0.916748, 2.256098, -1.158537, -0.243902, 33.094704
4488583, 0.018555, -0.015869, 0.917236, 2.317073, -1.036585, -0.426829, 33.141762
4490216, 0.018066, -0.017334, 0.910645, 2.378049, -0.975610, -0.243902, 33.094704
4491850, 0.019043, -0.017578, 0.903076, 2.317073, -1.097561, -0.182927, 33.141762
4493483, 0.018311, -0.018555, 0.917969, 1.951220, -1.097561, -0.182927, 33.188824
4495117, 0.021240, -0.018066, 0.919189, 2.073171, -1.097561, -0.182927, 33.188824
4496751, 0.017334, -0.016846, 0.916016, 2.317073, -0.914634, -0.304878, 33.188824
4498384, 0.013428, -0.012451, 0.921631, 2.073171, -1.158537, -0.121951, 33.141762
4500007, 0.013672, -0.018799, 0.918213, 2.073171, -1.036585, -0.060976, 33.188824
4501641, 0.021484, -0.015381, 0.912109, 2.195122, -1.036585, -0.365854, 33.047646
4503274, 0.018066, -0.016846, 0.910400, 2.073171, -1.158537, -0.365854, 33.188824
4504908, 0.018311, -0.017578, 0.915771, 2.073171, -1.158537, -0.121951, 33.141762
4506541, 0.018555, -0.009521, 0.927002, 2.256098, -1.097561, -0.243902, 33.094704
4508174, 0.030518, -0.016846, 0.915039, 2.134146, -1.036585, -0.304878, 33.141762
4509808, 0.024902, -0.019043, 0.918213, 2.195122, -0.975610, -0.243902, 33.094704
4511441, 0.022705, -0.015869, 0.917969, 2.134146, -0.914634, -0.121951, 33.141762
4513075, 0.020508, -0.018555, 0.908936, 2.256098, -1.036585, -0.121951, 33.094704
4514708, 0.014404, -0.015869, 0.915771, 2.378049, -1.219512, -0.243902, 32.953529
4516341, 0.021240, -0.016113, 0.916504, 2.256098, -1.036585, -0.060976, 33.188824
4517975, 0.023193, -0.015869, 0.911621, 2.134146, -1.158537, -0.060976, 33.282940
4519615, 0.023193, -0.016357, 0.923584, 2.134146, -1.097561, 0.000000, 33.141762
4521248, 0.017334, -0.017822, 0.919189, 2.134146, -1.158537, -0.182927, 33.188824
4522882, 0.018799, -0.020020, 0.917969, 2.012195, -1.097561, -0.243902, 33.141762
4524516, 0.014893, -0.014893, 0.919678, 2.317073, -1.158537, -0.060976, 33.188824
4526149, 0.014648, -0.017822, 0.923584, 2.134146, -1.158537, -0.182927, 33.094704
4527782, 0.015869, -0.020020, 0.919189, 2.073171, -1.097561, -0.243902, 33.188824
4529416, 0.027588, -0.021973, 0.906982, 2.256098, -1.158537, -0.304878, 33.235882
4531049, 0.020020, -0.015625, 0.917236, 2.134146, -1.158537, -0.182927, 33.094704
4532683, 0.017578, -0.012451, 0.911621, 2.012195, -1.158537, -0.182927, 33.047646
4534316, 0.019775, -0.014893, 0.907959, 2.134146, -0.914634, 0.000000, 33.094704
4535949, 0.019287, -0.011963, 0.916016, 2.012195, -1.097561, -0.304878, 33.141762
4537583, 0.013672, -0.017578, 0.913574, 2.073171, -0.853659, -0.243902, 33.094704
4539216, 0.020752, -0.015381, 0.916504, 2.256098, -1.097561, -0.121951, 33.141762
4540850, 0.021484, -0.013428, 0.914307, 2.195122, -1.158537, -0.304878, 33.094704
4542483, 0.022461, -0.019287, 0.909912, 2.073171, -1.097561, -0.426829, 33.235882
4544117, 0.021484, -0.017334, 0.914551, 2.134146, -1.097561, -0.182927, 33.188824
4545751, 0.017578, -0.018066, 0.911377, 2.073171, -0.975610, 0.000000, 33.094704
4547384, 0.020508, -0.016602, 0.908203, 2.134146, -0.975610, -0.304878, 33.141762
4549007, 0.015137, -0.012451, 0.912598, 2.134146, -1.158537, -0.243902, 33.094704
4550641, 0.020020, -0.018799, 0.907471, 2.012195, -1.036585, -0.243902, 33.141762
4552274, 0.020020, -0.017334, 0.917236, 2.195122, -1.158537, -0.243902, 33.000587
4553908, 0.019043, -0.018066, 0.918701, 2.134146, -1.036585, -0.243902, 33.141762
4555541, 0.013672, -0.019043, 0.908691, 2.134146, -1.097561, -0.060976, 33.188824
4557174, 0.020020, -0.014893, 0.915527, 2.195122, -1.219512, -0.182927, 33.094704
4558808, 0.020508, -0.013184, 0.913086, 2.256098, -0.975610, -0.182927, 33.094704
4560441, 0.019287, -0.016846, 0.914551, 2.317073, -1.036585, -0.304878, 33.141762
4562075, 0.023682, -0.019531, 0.911621, 2.134146, -1.097561, -0.304878, 33.188824
4563708, 0.021240, -0.018066, 0.916748, 2.195122, -1.158537, -0.304878, 33.235882
4565341, 0.023926, -0.014404, 0.922363, 2.256098, -1.280488, -0.182927, 33.188824
4566975, 0.022461, -0.015625, 0.917969, 2.134146, -1.097561, -0.182927, 33.141762
4568615, 0.018311, -0.014893, 0.921875, 2.195122, -1.280488, -0.182927, 33.094704
4570248, 0.018799, -0.014160, 0.914307, 2.134146, -0.975610, -0.304878, 33.047646
4571882, 0.025635, -0.012939, 0.916992, 2.195122, -0.975610, -0.243902, 33.000587
4573516, 0.020508, -0.012939, 0.917480, 2.134146, -1.097561, -0.182927, 33.141762
4575149, 0.017334, -0.017822, 0.922852, 2.256098, -1.097561, -0.548781, 33.094704
4576782, 0.029053, -0.015137, 0.914307, 2.195122, -1.158537, -0.121951, 33.094704
4578416, 0.016113, -0.015869, 0.914795, 2.195122, -1.036585, -0.060976, 33.047646
4580049, 0.018799, -0.012939, 0.913818, 2.134146, -1.158537, -0.182927, 33.094704
4581683, 0.019531, -0.020020, 0.916748, 2.012195, -1.158537, -0.243902, 33.047646
4583316, 0.017334, -0.014160, 0.914551, 2.073171, -0.853659, -0.182927, 33.094704
4584949, 0.019287, -0.013916, 0.912109, 2.134146, -0.975610, -0.365854, 33.141762
4586583, 0.020508, -0.016846, 0.908936, 2.256098, -1.158537, -0.243902, 33.094704
4588216, 0.014648, -0.015625, 0.914307, 2.317073, -1.158537, -0.182927, 33.235882
4589850, 0.017090, -0.016846, 0.916016, 2.134146, -1.158537, -0.060976, 33.094704
4591483, 0.021240, -0.017578, 0.908936, 2.134146, -1.158537, 0.000000, 33.141762
4593117, 0.017822, -0.012451, 0.909668, 2.256098, -1.097561, -0.060976, 33.094704
4594751, 0.019287, -0.021484, 0.921143, 2.012195, -0.975610, -0.182927, 33.141762
4596384, 0.016357, -0.018555, 0.910400, 2.195122, -1.036585, -0.182927, 33.094704
4598007, 0.023682, -0.011719, 0.913818, 2.073171, -1.097561, -0.304878, 33.141762
4599641, 0.018799, -0.016846, 0.921143, 2.317073, -1.402439, -0.060976, 33.094704
4601274, 0.022217, -0.013672, 0.918701, 2.195122, -1.158537, 0.060976, 33.047646
4602908, 0.016846, -0.013184, 0.912354, 2.134146, -0.975610, -0.243902, 33.188824
4604541, 0.021729, -0.017090, 0.918945, 2.195122, -0.914634, -0.121951, 33.141762
4606174, 0.022705, -0.012695, 0.916016, 2.256098, -1.097561, -0.121951, 33.094704
4607808, 0.012939, -0.012451, 0.914307, 2.195122, -1.036585, -0.182927, 33.000587
4609441, 0.015869, -0.017822, 0.921387, 2.134146, -0.853659, -0.304878, 33.141762
4611075, 0.021484, -0.018311, 0.914307, 2.134146, -1.158537, -0.426829, 33.094704
4612708, 0.023438, -0.012939, 0.914551, 2.317073, -1.219512, -0.243902, 33.141762
4614341, 0.015625, -0.013916, 0.920898, 2.256098, -1.036585, -0.304878, 33.094704
4615975, 0.015381, -0.018799, 0.908936, 2.378049, -1.036585, -0.060976, 33.047646
4617615, 0.019531, -0.017090, 0.912109, 2.256098, -1.036585, -0.121951, 33.094704
4619248, 0.021240, -0.013428, 0.918945, 2.317073, -1.036585, -0.243902, 33.047646
4620882, 0.016846, -0.012939, 0.906982, 2.012195, -0.914634, -0.304878, 33.188824
4622516, 0.018066, -0.011475, 0.911133, 2.073171, -0.975610, -0.426829, 33.047646
4624149, 0.018311, -0.015625, 0.913330, 2.439024, -1.036585, -0.121951, 33.094704
4625782, 0.017090, -0.016113, 0.917480, 2.195122, -0.975610, -0.060976, 33.141762
4627416, 0.020264, -0.013184, 0.914795, 2.195122, -1.280488, -0.304878, 33.094704
4629049, 0.029053, -0.020264, 0.920898, 2.195122, -1.158537, -0.121951, 33.141762
4630683, 0.012695, -0.017334, 0.914307, 2.134146, -0.853659, -0.243902, 33.094704
4632316, 0.018555, -0.016846, 0.917725, 2.256098, -1.097561, -0.182927, 33.141762
4633949, 0.022217, -0.011475, 0.911377, 2.134146, -0.975610, -0.182927, 33.141762
4635583, 0.016846, -0.014404, 0.915771, 2.195122, -1.036585, -0.426829, 33.188824
4637216, 0.024414, -0.016357, 0.907471, 2.012195, -1.158537, -0.304878, 33.188824
4638850, 0.020508, -0.014648, 0.912109, 2.073171, -1.036585, -0.182927, 33.094704
4640483, 0.020020, -0.015869, 0.905273, 2.195122, -1.036585, -0.121951, 33.141762
4642117, 0.019043, -0.018066, 0.914307, 2.195122, -0.975610, -0.182927, 33.094704
4643751, 0.018799, -0.013672, 0.920654, 2.317073, -1.158537, -0.121951, 33.141762
4645384, 0.018311, -0.013672, 0.916504, 2.256098, -0.914634, -0.304878, 33.094704
4647007, 0.022461, -0.010254, 0.907227, 2.195122, -1.158537, -0.182927, 33.047646
4648641, 0.020752, -0.010254, 0.922363, 2.317073, -1.158537, -0.182927, 33.094704
4650274, 0.022217, -0.011963, 0.913818, 1.890244, -1.219512, 0.000000, 33.141762
4651908, 0.018311, -0.018066, 0.907959, 2.195122, -1.036585, -0.243902, 33.188824
4653541, 0.021484, -0.019043, 0.914551, 2.317073, -1.158537, -0.182927, 33.141762
4655174, 0.021729, -0.015137, 0.914062, 2.256098, -1.158537, -0.182927, 33.188824
4656808, 0.019287, -0.016357, 0.909912, 2.195122, -1.097561, -0.243902, 33.235882
4658441, 0.018799, -0.013428, 0.910400, 2.195122, -1.280488, -0.182927, 33.094704
4660075, 0.016846, -0.012939, 0.923584, 2.256098, -1.158537, -0.182927, 33.141762
4661708, 0.019043, -0.016602, 0.907959, 2.195122, -1.097561, -0.060976, 33.000587
4663341, 0.020996, -0.013184, 0.913086, 2.195122, -1.280488, -0.487805, 33.141762
4664975, 0.024658, -0.015625, 0.914307, 2.195122, -1.097561, -0.182927, 33.141762
4666615, 0.022705, -0.020996, 0.915283, 2.256098, -1.097561, -0.243902, 33.094704
4668248, 0.029541, -0.014404, 0.911133, 2.256098, -0.975610, -0.243902, 33.094704
4669882, 0.018799, -0.014404, 0.911377, 2.134146, -1.097561, -0.121951, 33.188824
4671516, 0.021240, -0.013428, 0.926025, 2.012195, -1.036585, -0.182927, 33.047646
4673149, 0.018311, -0.015625, 0.919678, 2.073171, -1.158537, -0.243902, 33.000587
4674782, 0.024658, -0.015625, 0.913818, 2.195122, -0.914634, -0.304878, 33.141762
4676416, 0.023438, -0.015869, 0.913574, 2.195122, -1.036585, -0.243902, 33.094704
4678049, 0.021973, -0.015381, 0.913086, 2.195122, -1.036585, -0.243902, 33.047646
4679683, 0.022949, -0.010010, 0.914551, 2.134146, -0.914634, -0.243902, 33.094704
4681316, 0.016357, -0.010010, 0.913330, 2.134146, -1.036585, -0.243902, 33.047646
4682949, 0.020020, -0.012695, 0.908936, 2.012195, -0.975610, -0.121951, 33.000587
4684583, 0.016602, -0.010986, 0.920166, 2.134146, -1.219512, -0.182927, 33.141762
4686216, 0.018311, -0.016357, 0.913818, 2.012195, -1.097561, -0.182927, 33.094704
4687850, 0.020020, -0.020508, 0.916992, 2.134146, -1.219512, -0.304878, 33.141762
4689483, 0.023682, -0.020752, 0.904053, 2.195122, -1.036585, -0.304878, 33.094704
4691117, 0.016846, -0.016602, 0.911865, 2.195122, -1.158537, -0.121951, 33.141762
4692751, 0.023193, -0.014160, 0.920166, 2.195122, -1.036585, -0.182927, 33.141762
4694384, 0.020996, -0.021484, 0.921143, 2.378049, -1.158537, -0.365854, 33.188824
4696007, 0.019775, -0.021240, 0.922852, 2.195122, -1.097561, -0.182927, 33.141762
4697641, 0.024414, -0.013672, 0.922363, 2.134146, -1.036585, -0.121951, 33.000587
4699274, 0.022949, -0.009033, 0.916992, 2.256098, -1.036585, -0.243902, 33.094704
4700908, 0.012939, -0.018799, 0.918213, 2.195122, -1.097561, -0.121951, 33.094704
4702541, 0.018311, -0.019531, 0.918945, 2.134146, -1.097561, -0.243902, 33.141762
4704174, 0.019287, -0.014648, 0.918213, 1.951220, -1.036585, -0.182927, 33.094704
4705808, 0.022217, -0.020996, 0.919678, 2.134146, -1.158537, -0.243902, 33.141762
4707441, 0.017578, -0.013428, 0.913330, 2.073171, -0.975610, 0.000000, 33.188824
4709075, 0.020020, -0.010742, 0.914551, 2.195122, -1.097561, -0.121951, 33.047646
4710708, 0.019287, -0.012695, 0.917236, 2.134146, -1.097561, -0.121951, 33.094704
4712341, 0.023438, -0.008057, 0.922852, 2.012195, -1.036585, -0.121951, 33.047646
4713975, 0.022461, -0.019775, 0.914551, 2.073171, -1.097561, -0.365854, 33.094704
4715615, 0.021484, -0.013184, 0.917236, 2.195122, -1.158537, -0.426829, 33.141762
4717248, 0.018799, -0.015137, 0.912598, 2.195122, -0.975610, -0.182927, 33.188824
4718882, 0.015381, -0.011475, 0.918213, 2.195122, -1.097561, -0.121951, 33.141762
4720516, 0.018799, -0.014404, 0.916260, 2.134146, -1.097561, -0.060976, 33.094704
4722149, 0.014160, -0.014893, 0.911133, 2.073171, -0.975610, -0.121951, 33.094704
4723782, 0.020264, -0.019043, 0.918701, 2.134146, -1.219512, -0.182927, 33.141762
4725416, 0.016113, -0.015869, 0.912354, 2.073171, -1.219512, -0.182927, 33.094704
4727049, 0.019287, -0.016357, 0.912354, 2.317073, -1.036585, -0.243902, 33.047646
4728683, 0.015625, -0.022461, 0.913574, 2.256098, -1.036585, -0.121951, 33.094704
4730316, 0.020020, -0.014648, 0.916992, 2.073171, -1.158537, -0.060976, 33.188824
4731949, 0.016357, -0.018555, 0.908691, 2.195122, -1.158537, -0.243902, 33.188824
4733583, 0.020020, -0.012451, 0.915283, 2.012195, -1.036585, -0.243902, 33.141762
4735216, 0.019531, -0.021484, 0.907959, 2.134146, -1.158537, -0.243902, 33.094704
4736850, 0.014648, -0.018799, 0.920410, 2.134146, -1.341463, -0.182927, 33.141762
4738483, 0.024170, -0.020996, 0.922119, 2.195122, -1.097561, -0.121951, 33.094704
4740117, 0.020996, -0.019531, 0.913818, 2.012195, -1.097561, 0.121951, 33.235882
4741751, 0.022949, -0.019043, 0.920898, 2.317073, -1.036585, -0.121951, 33.094704
4743384, 0.016846, -0.019043, 0.920898, 2.256098, -1.097561, -0.304878, 33.141762
4745007, 0.015137, -0.016357, 0.914795, 2.195122, -1.158537, -0.121951, 33.188824
4746641, 0.013916, -0.014648, 0.924805, 2.195122, -0.975610, 0.000000, 33.047646
4748274, 0.021240, -0.015869, 0.920410, 2.012195, -1.036585, -0.243902, 33.094704
4749908, 0.011963, -0.018555, 0.916748, 2.012195, -1.280488, -0.365854, 33.047646
4751541, 0.019775, -0.017334, 0.912598, 2.134146, -1.219512, -0.548781, 33.188824
4753174, 0.017090, -0.018555, 0.917969, 2.073171, -1.097561, -0.304878, 33.094704
4754808, 0.026123, -0.020508, 0.911621, 2.134146, -1.036585, -0.365854, 33.141762
4756441, 0.017334, -0.013916, 0.914307, 2.073171, -1.036585, -0.365854, 33.094704
4758075, 0.024902, -0.013428, 0.920410, 2.256098, -1.219512, -0.243902, 33.047646
4759708, 0.018311, -0.014893, 0.915283, 2.134146, -1.097561, -0.182927, 33.094704
4761341, 0.016846, -0.015869, 0.916260, 2.317073, -0.975610, -0.182927, 33.188824
4762975, 0.018555, -0.020020, 0.915283, 2.256098, -1.158537, -0.182927, 33.094704
4764615, 0.022705, -0.012939, 0.908936, 2.256098, -1.097561, 0.000000, 33.047646
4766248, 0.022705, -0.015869, 0.905762, 2.378049, -0.914634, -0.060976, 33.000587
4767882, 0.024902, -0.012451, 0.914795, 2.073171, -1.158537, -0.121951, 33.047646
4769516, 0.013916, -0.019287, 0.914307, 2.012195, -1.036585, -0.182927, 33.188824
4771149, 0.012451, -0.015869, 0.916016, 2.073171, -1.036585, -0.243902, 33.141762
4772782, 0.013916, -0.018311, 0.909668, 2.195122, -0.914634, -0.243902, 33.094704
4774416, 0.015869, -0.016846, 0.925049, 2.012195, -1.158537, -0.243902, 33.141762
4776049, 0.018311, -0.018066, 0.907471, 2.256098, -1.158537, -0.182927, 33.094704
4777683, 0.015381, -0.023193, 0.917725, 2.256098, -1.097561, -0.060976, 33.047646
4779316, 0.016357, -0.010010, 0.918701, 2.256098, -1.097561, -0.243902, 33.094704
4780949, 0.017334, -0.013672, 0.910156, 2.195122, -1.036585, -0.121951, 33.188824
4782583, 0.018555, -0.020996, 0.913086, 2.134146, -1.036585, -0.182927, 33.141762
4784216, 0.017822, -0.017090, 0.913086, 2.317073, -1.036585, -0.182927, 33.188824
4785850, 0.017822, -0.015137, 0.919678, 2.195122, -1.036585, -0.060976, 33.141762
4787483, 0.019531, -0.021973, 0.917480, 2.012195, -1.097561, -0.121951, 33.188824
4789117, 0.026611, -0.015381, 0.919922, 2.195122, -0.975610, -0.243902, 33.235882
4790751, 0.021484, -0.018799, 0.915039, 2.439024, -1.219512, -0.182927, 33.094704
4792384, 0.026611, -0.017334, 0.917969, 2.134146, -1.158537, -0.182927, 33.141762
4794007, 0.021240, -0.014404, 0.919678, 2.073171, -1.158537, -0.182927, 33.094704
4795641, 0.016357, -0.011719, 0.920654, 2.073171, -1.158537, -0.182927, 33.141762
4797274, 0.019775, -0.011230, 0.917236, 2.073171, -1.097561, -0.121951, 33.094704
4798908, 0.019287, -0.019531, 0.918701, 2.012195, -1.036585, -0.182927, 33.141762
4800541, 0.019531, -0.008545, 0.910400, 2.195122, -1.097561, -0.182927, 33.188824
4802174, 0.024170, -0.012451, 0.916260, 2.317073, -1.097561, -0.182927, 33.047646
4803808, 0.016357, -0.020996, 0.919434, 2.256098, -1.219512, -0.121951, 33.094704
4805441, 0.020508, -0.017578, 0.918213, 2.073171, -1.158537, -0.243902, 33.141762
4807075, 0.022217, -0.013916, 0.918701, 2.134146, -1.097561, -0.243902, 33.188824
4808708, 0.019287, -0.019043, 0.916504, 2.134146, -1.036585, -0.060976, 33.141762
4810341, 0.016602, -0.013916, 0.912598, 2.256098, -0.975610, -0.182927, 33.188824
4811975, 0.023438, -0.014893, 0.923340, 2.073171, -1.036585, -0.060976, 33.188824
4813615, 0.023926, -0.013672, 0.910156, 2.073171, -0.975610, -0.304878, 33.141762
4815248, 0.019043, -0.015625, 0.909668, 2.195122, -0.792683, -0.365854, 33.188824
4816882, 0.021240, -0.016113, 0.916748, 2.134146, -1.097561, -0.243902, 33.047646
4818516, 0.025146, -0.013428, 0.920654, 2.073171, -1.036585, -0.243902, 33.000587
4820149, 0.022461, -0.015381, 0.914795, 2.134146, -0.914634, -0.182927, 33.141762
4821782, 0.019531, -0.019531, 0.911377, 2.195122, -1.219512, -0.243902, 33.094704
4823416, 0.016602, -0.013916, 0.911377, 2.134146, -1.036585, -0.243902, 33.141762
4825049, 0.014160, -0.017090, 0.916016, 2.195122, -1.219512, -0.304878, 33.094704
4826683, 0.020508, -0.019287, 0.919922, 2.012195, -1.036585, -0.243902, 33.047646
4828316, 0.022949, -0.020752, 0.915039, 2.134146, -0.853659, -0.304878, 33.188824
4829949, 0.027588, -0.015625, 0.916504, 2.256098, -1.036585, -0.182927, 33.141762
4831583, 0.027588, -0.020508, 0.907471, 2.134146, -1.097561, -0.121951, 33.000587
4833216, 0.022949, -0.016602, 0.905518, 2.073171, -0.975610, -0.182927, 33.141762
4834850, 0.018799, -0.015869, 0.915283, 2.256098, -1.097561, -0.121951, 33.188824
4836483, 0.015137, -0.016357, 0.914307, 2.256098, -1.158537, -0.121951, 33.141762
4838117, 0.014648, -0.015381, 0.915771, 2.073171, -0.975610, -0.243902, 33.094704
4839751, 0.017334, -0.017090, 0.916992, 2.073171, -1.097561, -0.121951, 33.188824
4841384, 0.018311, -0.017822, 0.923828, 2.256098, -1.036585, -0.121951, 33.094704
4843007, 0.016602, -0.021484, 0.916748, 2.134146, -1.158537, -0.365854, 33.188824
4844641, 0.015381, -0.016846, 0.918701, 2.256098, -1.158537, -0.426829, 33.047646
4846274, 0.018311, -0.014160, 0.919922, 2.256098, -0.914634, -0.182927, 33.094704
4847908, 0.020264, -0.016357, 0.916260, 2.378049, -1.158537, -0.182927, 33.047646
4849541, 0.025879, -0.010742, 0.911621, 2.134146, -1.158537, -0.121951, 33.094704
4851174, 0.024170, -0.016602, 0.916992, 2.012195, -1.097561, -0.304878, 33.141762
4852808, 0.024414, -0.021729, 0.917725, 2.317073, -0.975610, -0.121951, 33.094704
4854441, 0.023193, -0.017334, 0.914307, 2.256098, -0.914634, -0.304878, 33.141762
4856075, 0.016602, -0.018555, 0.910889, 2.256098, -1.097561, -0.243902, 33.094704
4857708, 0.018555, -0.020752, 0.914795, 2.317073, -1.097561, -0.243902, 33.047646
4859341, 0.020264, -0.012695, 0.917480, 2.073171, -1.158537, -0.243902, 33.094704
4860975, 0.019775, -0.017090, 0.913818, 2.195122, -1.036585, -0.426829, 33.141762
4862615, 0.018311, -0.012207, 0.919189, 2.073171, -1.036585, -0.182927, 33.188824
4864248, 0.018066, -0.018555, 0.920166, 2.012195, -1.219512, -0.121951, 33.141762
4865882, 0.023682, -0.008545, 0.909424, 2.317073, -1.036585, -0.304878, 33.188824
