timeInstance, accX, accY, accZ, gyroX, gyroY, gyroZ, temp
2858516, 0.024170, -0.019531, 0.913818, 2.256098, -1.219512, -0.243902, 33.047646
2860149, 0.024414, -0.021484, 0.916016, 2.195122, -0.914634, -0.487805, 33.094704
2861782, 0.020752, -0.014893, 0.906738, 2.073171, -1.219512, -0.304878, 33.141762
2863416, 0.018066, -0.020264, 0.914795, 2.134146, -1.158537, -0.304878, 33.094704
2865049, 0.019531, -0.018311, 0.916992, 2.317073, -1.036585, -0.060976, 33.141762
2866683, 0.018311, -0.017090, 0.910645, 2.378049, -1.036585, 0.000000, 33.094704
2868316, 0.022461, -0.015381, 0.905029, 2.195122, -1.097561, -0.243902, 33.141762
2869949, 0.026611, -0.020752, 0.914795, 2.012195, -1.036585, -0.182927, 33.094704
2871583, 0.024170, -0.020752, 0.919189, 2.256098, -1.036585, -0.060976, 33.047646
2873216, 0.022705, -0.015381, 0.908691, 2.195122, -1.158537, -0.121951, 33.141762
2874850, 0.016602, -0.013428, 0.912109, 2.256098, -0.914634, -0.243902, 33.094704
2876483, 0.021973, -0.013916, 0.909180, 2.195122, -1.036585, -0.304878, 33.047646
2878117, 0.024414, -0.018311, 0.916504, 2.195122, -0.853659, -0.121951, 33.188824
2879751, 0.027344, -0.016113, 0.909424, 1.951220, -1.036585, -0.182927, 33.000587
2881384, 0.023438, -0.011719, 0.912354, 2.256098, -1.219512, -0.121951, 33.188824
2883007, 0.019531, -0.018555, 0.914062, 2.134146, -0.853659, -0.243902, 33.047646
2884641, 0.020996, -0.020020, 0.907715, 2.073171, -0.914634, -0.243902, 33.188824
2886274, 0.019287, -0.012695, 0.909180, 2.073171, -1.158537, -0.365854, 33.047646
2887908, 0.017822, -0.018311, 0.920410, 2.073171, -1.158537, -0.304878, 33.188824
2889541, 0.022949, -0.016846, 0.919678, 2.012195, -1.219512, -0.243902, 33.047646
2891174, 0.013916, -0.012939, 0.917236, 2.134146, -1.219512, -0.182927, 33.188824
2892808, 0.030029, -0.015869, 0.914551, 2.134146, -0.914634, -0.304878, 33.141762
2894441, 0.023926, -0.018555, 0.918457, 2.134146, -0.914634, -0.182927, 33.000587
2896075, 0.019287, -0.012207, 0.909912, 2.012195, -1.158537, -0.121951, 33.141762
2897708, 0.021729, -0.012939, 0.912598, 2.012195, -1.036585, -0.121951, 33.094704
2899341, 0.018799, -0.015381, 0.919434, 2.134146, -1.097561, -0.426829, 33.141762
2900975, 0.018066, -0.018066, 0.911377, 2.134146, -0.975610, -0.365854, 33.094704
2902615, 0.018066, -0.019043, 0.911133, 2.378049, -1.158537, -0.121951, 33.094704
2904248, 0.024902, -0.012695, 0.910889, 2.195122, -1.219512, -0.243902, 33.141762
2905882, 0.012695, -0.017578, 0.919189, 2.134146, -1.158537, -0.426829, 33.094704
2907516, 0.018555, -0.019531, 0.917725, 2.134146, -1.158537, -0.060976, 33.235882
2909149, 0.018066, -0.017334, 0.912354, 2.195122, -1.097561, -0.121951, 33.188824
2910782, 0.020020, -0.018555, 0.920654, 2.012195, -1.097561, -0.121951, 33.094704
2912416, 0.023926, -0.020264, 0.916748, 2.256098, -1.097561, -0.121951, 33.000587
2914049, 0.023193, -0.018799, 0.919922, 2.256098, -1.219512, -0.182927, 33.141762
2915683, 0.015381, -0.013672, 0.912354, 2.195122, -1.036585, -0.060976, 33.188824
2917316, 0.017822, -0.013672, 0.912842, 2.195122, -1.158537, -0.060976, 33.141762
2918949, 0.015137, -0.015137, 0.913330, 2.195122, -0.975610, -0.304878, 33.000587
2920583, 0.013672, -0.019043, 0.912598, 2.195122, -0.975610, -0.243902, 33.141762
2922216, 0.020752, -0.021729, 0.913086, 2.073171, -1.036585, -0.182927, 33.188824
2923850, 0.016357, -0.012939, 0.911377, 2.195122, -1.158537, -0.243902, 33.141762
2925483, 0.020996, -0.018555, 0.912354, 2.134146, -0.975610, -0.304878, 33.094704
2927117, 0.013428, -0.013916, 0.916504, 1.951220, -1.097561, -0.121951, 33.047646
2928751, 0.015625, -0.010010, 0.909912, 2.195122, -0.853659, -0.304878, 33.094704
2930384, 0.019287, -0.014893, 0.912598, 2.134146, -1.036585, -0.243902, 33.188824
2932007, 0.017822, -0.014404, 0.919678, 2.195122, -0.975610, 0.000000, 33.047646
2933641, 0.022217, -0.017578, 0.917236, 2.195122, -1.097561, -0.243902, 33.000587
