42914298, -5.121951, 0.670732, -1.097561, 0.038574, -0.010498, 0.519287, 31.824116
42915349, -4.939024, 0.853659, -1.158537, 0.040771, -0.011719, 0.509033, 31.918234
42916392, -4.878049, 0.975610, -1.097561, 0.041504, -0.012451, 0.512695, 31.824116
42917441, -4.756098, 0.792683, -0.975610, 0.043213, -0.007568, 0.504639, 31.777058
42919306, -4.878049, 0.731707, -1.097561, 0.039307, -0.008545, 0.508057, 31.918234
42920382, -5.000000, 0.853659, -0.975610, 0.041504, -0.009521, 0.510254, 31.824116
42921412, -5.000000, 0.792683, -0.914634, 0.039062, -0.009766, 0.500244, 31.871176
42922497, -4.878049, 0.609756, -0.975610, 0.036865, -0.008545, 0.506836, 31.871176
42923570, -4.939024, 0.487805, -1.097561, 0.038574, -0.011230, 0.513428, 31.824116
42924621, -4.878049, 0.731707, -1.158537, 0.039795, -0.012207, 0.519531, 31.824116
42925668, -4.939024, 0.548781, -0.914634, 0.035400, -0.013184, 0.520996, 31.871176
42926712, -4.939024, 0.365854, -0.914634, 0.042480, -0.012451, 0.515381, 31.777058
42927776, -4.817073, 0.548781, -1.158537, 0.042236, -0.013184, 0.505371, 31.777058
42928804, -4.817073, 0.792683, -1.280488, 0.042969, -0.018311, 0.512451, 31.871176
42929846, -4.878049, 0.914634, -1.158537, 0.042236, -0.010498, 0.513916, 31.824116
42930876, -5.000000, 0.548781, -0.853659, 0.043457, -0.009277, 0.508301, 31.824116
42931915, -4.939024, 0.548781, -0.731707, 0.040771, -0.009766, 0.512695, 31.871176
42932945, -4.939024, 0.731707, -0.914634, 0.041016, -0.011475, 0.513428, 31.965294
42933999, -4.878049, 0.914634, -1.036585, 0.043701, -0.014160, 0.514160, 31.871176
42935035, -4.817073, 0.914634, -0.975610, 0.039551, -0.014893, 0.515625, 31.824116
42936078, -4.817073, 0.853659, -1.036585, 0.042480, -0.011230, 0.514160, 31.824116
42937110, -4.878049, 0.548781, -1.158537, 0.047119, -0.011719, 0.512695, 31.918234
42938156, -5.000000, 0.426829, -0.792683, 0.042480, -0.009277, 0.509766, 31.965294
42939193, -5.000000, 0.792683, -0.792683, 0.039307, -0.008301, 0.507324, 31.965294
42940229, -4.878049, 0.914634, -0.975610, 0.040527, -0.009033, 0.501709, 31.871176
42941269, -4.878049, 0.975610, -1.036585, 0.038574, -0.013428, 0.509521, 31.871176
42942320, -4.939024, 0.731707, -0.975610, 0.036377, -0.010498, 0.514160, 31.918234
42943382, -4.939024, 0.670732, -0.975610, 0.034180, -0.009277, 0.516846, 31.824116
42944450, -4.939024, 0.609756, -1.036585, 0.041016, -0.012207, 0.516113, 31.871176
42945509, -4.878049, 0.609756, -1.280488, 0.042969, -0.011719, 0.512939, 31.965294
42946559, -4.817073, 0.975610, -1.158537, 0.037109, -0.007812, 0.511230, 31.918234
42947651, -4.878049, 0.853659, -1.158537, 0.034912, -0.010742, 0.506836, 31.871176
42948713, -4.878049, 0.426829, -0.853659, 0.038574, -0.010498, 0.514160, 31.871176
42949749, -4.878049, 0.487805, -0.853659, 0.038574, -0.010742, 0.512695, 31.965294
42950790, -4.878049, 0.914634, -0.914634, 0.041504, -0.014893, 0.506592, 31.871176
42951821, -4.817073, 1.036585, -1.219512, 0.041748, -0.011230, 0.506836, 31.918234
42952872, -4.939024, 0.975610, -1.219512, 0.043701, -0.019043, 0.512207, 31.918234
