=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.06.19 19:11:05 =~=~=~=~=~=~=~=~=~=~=~=
timeInstance,gyroX,gyroY,gyroZ,accX,accY,accZ,temp
85698328,-4.878049,0.548781,-0.975610,0.039307,-0.002441,0.516602,31.541763
85699356,-4.817073,0.670732,-1.097561,0.037354,-0.005859,0.516602,31.682940
85700387,-4.878049,0.670732,-1.036585,0.038330,-0.006836,0.514160,31.588821
85701424,-4.939024,0.792683,-1.219512,0.035645,-0.000244,0.510498,31.682940
85702457,-4.939024,0.609756,-1.158537,0.035156,0.000000,0.500000,31.682940
85703487,-4.878049,0.426829,-1.036585,0.033691,-0.003418,0.510742,31.635881
85704528,-4.756098,0.426829,-1.036585,0.039062,-0.002197,0.511475,31.635881
85705639,-4.878049,0.670732,-1.097561,0.040527,-0.002441,0.508789,31.682940
85706713,-4.878049,0.731707,-1.036585,0.034180,0.000977,0.509033,31.588821
85707748,-4.817073,0.792683,-0.914634,0.034424,-0.001465,0.517822,31.635881
85708787,-4.756098,0.609756,-0.914634,0.035645,-0.002686,0.519043,31.635881
85709821,-4.939024,0.548781,-1.036585,0.035400,-0.002197,0.513916,31.635881
85710872,-4.939024,0.731707,-1.036585,0.036133,-0.001221,0.509033,31.588821
85711905,-4.939024,0.853659,-1.158537,0.035156,-0.006348,0.501465,31.682940
85712937,-5.060976,0.670732,-1.036585,0.039551,-0.003662,0.514648,31.588821
85713970,-5.000000,0.426829,-0.975610,0.039551,-0.002441,0.511230,31.588821
85715003,-4.817073,0.731707,-0.914634,0.034668,0.000000,0.508789,31.682940
85716021,-4.817073,0.975610,-0.975610,0.035156,-0.006348,0.515137,31.635881
85717056,-4.878049,0.853659,-1.158537,0.034912,-0.004395,0.517578,31.635881
85718083,-4.878049,0.792683,-1.463415,0.036133,-0.004150,0.509521,31.635881
85719131,-4.939024,0.670732,-1.158537,0.037109,0.000244,0.515381,31.588821
85720154,-5.000000,0.670732,-1.097561,0.037354,-0.004639,0.514160,31.494705
85721182,-4.939024,0.609756,-1.219512,0.031982,-0.001221,0.506836,31.682940
85722218,-4.817073,0.670732,-1.219512,0.034668,0.001709,0.513428,31.682940
85723248,-5.000000,0.670732,-1.097561,0.039062,-0.002930,0.519531,31.635881
85724325,-5.000000,0.731707,-1.097561,0.037842,-0.009766,0.517578,31.635881
85725386,-4.878049,0.609756,-0.914634,0.037842,-0.002930,0.518799,31.588821
85726438,-4.878049,0.670732,-1.036585,0.039307,0.002686,0.515869,31.588821
85727485,-5.000000,0.914634,-0.975610,0.036865,-0.003418,0.512451,31.541763
85728526,-5.000000,1.158537,-0.975610,0.032959,0.000732,0.518311,31.635881
85729562,-4.939024,1.036585,-1.097561,0.030762,0.003662,0.518799,31.635881
85730613,-4.939024,0.731707,-1.097561,0.032227,-0.000977,0.510010,31.588821
85731656,-4.939024,0.487805,-1.097561,0.028076,0.000732,0.510986,31.588821
85732688,-4.939024,0.670732,-1.097561,0.031006,-0.000488,0.515381,31.777058
85733723,-4.817073,0.914634,-0.914634,0.034912,-0.000732,0.509277,31.635881
85734759,-4.878049,1.036585,-0.914634,0.035400,-0.000488,0.514404,31.635881
85735798,-4.878049,0.914634,-1.097561,0.032715,0.000732,0.515381,31.635881
85736839,-5.000000,0.670732,-1.036585,0.035889,-0.000977,0.517090,31.682940
85737887,-4.939024,0.609756,-1.036585,0.037842,-0.006836,0.521484,31.588821
85738916,-4.756098,0.609756,-1.036585,0.037354,-0.002686,0.516357,31.588821
85739954,-4.878049,0.609756,-1.158537,0.034424,-0.003906,0.509033,31.588821
85740991,-4.817073,0.609756,-1.036585,0.037842,-0.000488,0.510742,31.682940
85742028,-4.817073,0.731707,-0.914634,0.033936,-0.006592,0.515381,31.730000
85743054,-4.939024,0.670732,-1.097561,0.032959,0.000000,0.510742,31.730000
85744093,-4.939024,0.670732,-1.158537,0.035645,-0.004150,0.510254,31.588821
85745127,-4.939024,0.731707,-1.219512,0.032959,-0.004639,0.510986,31.494705
85746162,-5.000000,0.914634,-1.036585,0.035156,0.004639,0.504395,31.588821
85747184,-5.060976,0.792683,-0.975610,0.034424,-0.000732,0.507812,31.588821
85748275,-5.000000,0.792683,-0.975610,0.035400,-0.002686,0.506592,31.635881
85749346,-4.817073,0.609756,-0.853659,0.037354,-0.000244,0.509277,31.588821
85750413,-4.817073,0.609756,-0.975610,0.038330,0.003662,0.524414,31.682940
85751461,-5.000000,0.670732,-0.975610,0.035156,0.004395,0.520264,31.635881
85752514,-5.121951,0.792683,-0.975610,0.037109,0.000488,0.511230,31.635881
85753559,-4.939024,0.731707,-0.975610,0.039551,-0.003418,0.511230,31.635881
85754612,-4.939024,0.670732,-1.097561,0.032715,-0.003418,0.509766,31.682940
85755679,-4.939024,0.792683,-1.219512,0.038818,-0.002197,0.507568,31.588821
85756708,-4.939024,0.670732,-1.097561,0.037109,-0.002930,0.505859,31.635881
85757749,-5.000000,0.609756,-1.158537,0.036865,0.000244,0.507080,31.635881
85758768,-5.000000,0.731707,-1.097561,0.035400,-0.000244,0.508789,31.541763
85759804,-4.878049,0.731707,-0.975610,0.035400,-0.004639,0.512451,31.635881
85760828,-4.817073,0.670732,-0.975610,0.037354,-0.007568,0.514648,31.635881
85761881,-4.939024,0.670732,-1.097561,0.035645,-0.003662,0.508301,31.588821
85762917,-4.878049,0.670732,-1.158537,0.034668,-0.001465,0.509766,31.682940
85763952,-4.939024,0.670732,-0.975610,0.035889,0.001465,0.509277,31.588821
85764981,-4.878049,0.609756,-1.036585,0.033447,-0.000977,0.507080,31.588821
85766020,-4.939024,0.731707,-1.036585,0.033936,0.001465,0.510498,31.635881
85767042,-4.817073,0.792683,-0.914634,0.031738,0.000244,0.518311,31.635881
85768076,-4.817073,0.853659,-0.975610,0.031982,0.000488,0.511475,31.635881
85769112,-4.878049,0.731707,-1.280488,0.035156,0.001221,0.510986,31.588821
85770147,-5.000000,0.548781,-0.975610,0.036621,-0.005127,0.523193,31.588821
85771166,-5.000000,0.548781,-0.975610,0.033936,-0.004395,0.513428,31.588821
85772195,-4.939024,0.731707,-0.914634,0.031494,-0.007080,0.507812,31.588821
85773287,-4.939024,0.548781,-1.097561,0.032227,-0.005615,0.519043,31.541763
85774349,-4.939024,0.548781,-1.036585,0.037598,-0.004150,0.516846,31.588821
85775405,-5.000000,0.487805,-0.853659,0.033203,-0.002197,0.508789,31.682940
85776465,-4.878049,0.670732,-0.914634,0.029297,-0.003174,0.510742,31.541763
85777512,-4.817073,0.731707,-1.036585,0.036377,-0.003906,0.513184,31.635881
85778565,-4.817073,0.670732,-1.158537,0.031006,-0.005859,0.513916,31.730000
85779616,-4.756098,0.670732,-1.158537,0.032959,-0.005371,0.507812,31.588821
85780709,-4.878049,0.670732,-1.036585,0.039307,-0.003174,0.507080,31.635881
85781760,-4.878049,0.853659,-1.158537,0.031982,-0.003174,0.515381,31.541763
85782806,-4.939024,0.975610,-1.341463,0.031494,-0.004395,0.511719,31.541763
85783851,-5.000000,0.975610,-1.219512,0.037354,-0.004150,0.507324,31.588821
85784885,-4.939024,0.670732,-0.975610,0.034668,-0.003418,0.504639,31.682940
85785917,-4.756098,0.670732,-0.914634,0.034180,-0.010254,0.508789,31.588821
85786957,-4.634146,0.548781,-1.097561,0.033936,-0.005127,0.507324,31.588821
85787995,-4.817073,0.548781,-1.097561,0.030029,-0.001465,0.519043,31.541763
85789031,-4.817073,0.670732,-1.036585,0.037842,-0.001221,0.513672,31.635881
85790068,-4.817073,0.731707,-0.853659,0.035645,-0.003174,0.504639,31.635881
85791114,-4.817073,0.670732,-1.036585,0.036865,-0.000488,0.513672,31.682940
85792148,-4.878049,0.670732,-0.975610,0.029785,-0.001953,0.518555,31.588821
85793175,-4.878049,0.548781,-0.792683,0.024414,0.000000,0.514160,31.588821
85794203,-4.817073,0.548781,-1.036585,0.030029,-0.006592,0.517090,31.541763
85795244,-4.878049,0.731707,-1.158537,0.035156,-0.006592,0.513184,31.635881
85796276,-4.939024,0.853659,-1.036585,0.035645,-0.002441,0.519287,31.635881
85797304,-4.878049,0.731707,-0.975610,0.032959,-0.001953,0.513428,31.635881
85798334,-4.817073,0.548781,-1.158537,0.032959,0.000488,0.517578,31.588821
85799363,-5.000000,0.609756,-1.097561,0.034180,-0.001221,0.521484,31.777058
85800397,-5.000000,0.792683,-1.036585,0.034180,-0.000488,0.522705,31.682940
85801423,-4.817073,0.792683,-1.097561,0.034912,0.000488,0.511719,31.588821
85802460,-4.878049,0.670732,-0.975610,0.039062,-0.001221,0.509521,31.541763
85803543,-5.000000,0.670732,-0.853659,0.039551,-0.000732,0.516846,31.635881
85804614,-4.939024,0.670732,-1.036585,0.038330,0.000732,0.518555,31.588821
85805668,-4.939024,0.792683,-1.158537,0.036865,0.004639,0.517334,31.588821
85806697,-4.756098,0.853659,-1.219512,0.035400,0.007568,0.502686,31.635881
85807732,-4.939024,0.731707,-1.219512,0.033936,-0.002197,0.512451,31.635881
85808765,-5.000000,0.853659,-1.036585,0.034180,0.001709,0.512939,31.541763
85809794,-4.939024,0.670732,-0.914634,0.034424,0.001221,0.513916,31.635881
85810825,-4.878049,0.792683,-0.975610,0.036621,-0.004150,0.508789,31.588821
85811859,-4.939024,0.609756,-0.975610,0.035889,-0.004395,0.516357,31.588821
85812890,-4.939024,0.548781,-0.914634,0.038330,-0.003906,0.510986,31.588821
85813926,-4.756098,0.792683,-0.792683,0.039307,-0.005371,0.512939,31.682940
85814955,-4.878049,0.731707,-0.792683,0.039062,-0.000488,0.510254,31.588821
85816027,-5.060976,0.731707,-0.975610,0.037598,0.005615,0.514893,31.541763
85817078,-4.939024,0.853659,-0.914634,0.039062,0.004150,0.507568,31.588821
85818179,-4.878049,0.670732,-1.036585,0.033936,0.000244,0.507568,31.682940
85819227,-4.878049,0.670732,-1.097561,0.033203,-0.000244,0.509521,31.635881
85820263,-4.939024,0.792683,-1.097561,0.035400,-0.005371,0.507080,31.635881
85821300,-4.939024,0.853659,-1.036585,0.035400,-0.004395,0.501709,31.541763
85822331,-4.878049,0.792683,-0.853659,0.033936,-0.001709,0.503174,31.682940
85823370,-4.939024,0.670732,-0.792683,0.030518,-0.001221,0.509033,31.588821
85824407,-4.939024,0.609756,-1.097561,0.036377,-0.004395,0.513428,31.588821
85825450,-4.878049,0.792683,-1.219512,0.041504,-0.004639,0.511475,31.635881
85826494,-4.878049,0.731707,-1.097561,0.037842,-0.007080,0.507812,31.541763
85827583,-4.878049,0.731707,-0.975610,0.029785,0.001465,0.502930,31.682940
85828670,-5.000000,0.670732,-0.975610,0.036377,0.000977,0.507568,31.682940
85829694,-4.939024,0.609756,-1.097561,0.037109,-0.001953,0.521973,31.541763
85830738,-5.000000,0.487805,-1.097561,0.038574,-0.000977,0.517334,31.635881
85831757,-5.000000,0.731707,-0.975610,0.031982,-0.003418,0.509766,31.635881
85832793,-5.000000,0.731707,-1.036585,0.035400,-0.005859,0.510254,31.635881
85833814,-5.000000,0.792683,-1.341463,0.037842,-0.001221,0.508789,31.588821
85834859,-4.878049,0.426829,-1.219512,0.037109,-0.001221,0.514404,31.588821
85835906,-4.878049,0.609756,-1.036585,0.034180,-0.000488,0.514893,31.588821
85836945,-5.060976,0.670732,-1.097561,0.037842,-0.003906,0.512451,31.682940
85837977,-5.000000,0.731707,-1.036585,0.034180,-0.001709,0.503418,31.541763
85839014,-5.000000,0.731707,-1.036585,0.033447,-0.000244,0.512939,31.635881
85840036,-5.000000,0.670732,-0.914634,0.035156,0.001709,0.508057,31.541763
85841090,-4.878049,0.792683,-0.853659,0.038574,-0.001465,0.509521,31.588821
85842140,-4.939024,0.731707,-1.097561,0.041504,-0.004639,0.503418,31.682940
85843182,-5.000000,0.731707,-0.975610,0.042236,-0.006836,0.502686,31.682940
85844234,-5.000000,0.731707,-0.853659,0.031982,-0.005371,0.502930,31.635881
85845291,-5.000000,0.731707,-1.219512,0.031250,0.002197,0.508545,31.541763
85846327,-4.939024,0.853659,-1.097561,0.032227,-0.000488,0.514648,31.494705
85847368,-4.817073,0.670732,-0.792683,0.037354,-0.002930,0.512939,31.682940
85848414,-4.939024,0.548781,-0.853659,0.033203,0.005127,0.515137,31.682940
85849461,-4.878049,0.914634,-1.036585,0.030273,0.002686,0.510010,31.541763
85850508,-4.878049,1.097561,-1.036585,0.034668,-0.001221,0.517090,31.635881
85851559,-5.060976,0.731707,-0.914634,0.037598,-0.002441,0.513428,31.682940
85852613,-4.817073,0.487805,-0.853659,0.038818,-0.003174,0.502930,31.588821
85853684,-4.817073,0.548781,-0.914634,0.042236,-0.002930,0.497314,31.588821
85854710,-5.000000,0.792683,-0.975610,0.039795,-0.003174,0.515869,31.635881
85855746,-4.817073,0.670732,-1.097561,0.031494,-0.000732,0.515137,31.635881
85856769,-4.756098,0.609756,-1.158537,0.034180,0.001709,0.507080,31.541763
85857809,-4.939024,0.609756,-0.853659,0.032959,-0.003418,0.505615,31.588821
85858832,-4.939024,0.731707,-0.975610,0.028809,-0.000977,0.505371,31.588821
85859891,-4.939024,0.914634,-1.036585,0.031738,-0.002686,0.504883,31.588821
85860917,-4.878049,0.914634,-0.853659,0.036865,-0.003174,0.502686,31.588821
85861956,-4.817073,0.731707,-0.975610,0.028809,0.000244,0.508789,31.682940
85862978,-4.817073,0.487805,-1.158537,0.034424,-0.001221,0.513428,31.635881
85864020,-4.878049,0.426829,-1.158537,0.034912,-0.003418,0.513916,31.635881
85865047,-4.939024,0.670732,-1.036585,0.036865,-0.007568,0.502197,31.588821
85866093,-4.939024,1.097561,-0.914634,0.037598,-0.004395,0.509766,31.588821
85867125,-5.000000,1.158537,-0.975610,0.039062,-0.008545,0.503906,31.588821
85868201,-5.000000,0.853659,-0.731707,0.033447,-0.002686,0.510254,31.635881
85869256,-5.000000,0.731707,-0.792683,0.031006,-0.004883,0.517334,31.541763
85870302,-4.939024,0.731707,-0.975610,0.035400,-0.000732,0.511230,31.588821
85871340,-5.000000,0.670732,-0.975610,0.038818,-0.001465,0.511230,31.588821
85872383,-4.878049,0.731707,-1.219512,0.040039,-0.009033,0.511719,31.682940
85873431,-4.756098,0.670732,-0.975610,0.035645,-0.003906,0.516357,31.635881
85874480,-4.756098,0.548781,-1.036585,0.034424,-0.000488,0.510254,31.635881
85875526,-4.878049,0.609756,-1.097561,0.036621,-0.001953,0.501221,31.635881
85876577,-4.878049,0.487805,-1.219512,0.039795,-0.004395,0.508545,31.588821
85877628,-4.756098,0.426829,-1.097561,0.036621,-0.000977,0.508789,31.588821
85878680,-4.756098,0.731707,-0.975610,0.034912,-0.000732,0.507324,31.635881
85879711,-5.000000,0.853659,-0.975610,0.040039,-0.002441,0.511719,31.730000
85880741,-5.000000,0.853659,-0.975610,0.043945,-0.002686,0.510010,31.541763
85881769,-4.939024,0.731707,-0.853659,0.043945,-0.005615,0.512207,31.635881
85882806,-4.817073,0.792683,-1.097561,0.038818,-0.005371,0.513916,31.588821
85883856,-4.878049,0.792683,-1.341463,0.033936,-0.005127,0.513184,31.588821
85884890,-5.000000,0.792683,-1.158537,0.041016,0.001953,0.517578,31.588821
85885917,-4.939024,0.731707,-0.853659,0.036133,-0.000732,0.516846,31.682940
85886947,-4.817073,0.609756,-0.914634,0.034912,-0.002930,0.514160,31.588821
85887990,-4.756098,0.548781,-1.036585,0.035889,0.000977,0.512695,31.635881
85889022,-4.817073,0.731707,-1.036585,0.036377,0.002930,0.510254,31.541763
85890053,-4.756098,0.853659,-1.097561,0.034180,-0.000977,0.519775,31.588821
85891086,-4.878049,0.853659,-0.914634,0.031738,-0.000732,0.520996,31.682940
85892139,-5.000000,0.609756,-0.731707,0.032471,-0.001465,0.511719,31.588821
85893179,-5.000000,0.670732,-1.036585,0.039795,-0.001221,0.514648,31.635881
85894233,-5.000000,0.731707,-0.975610,0.038330,-0.003418,0.516357,31.541763
85895288,-5.000000,0.670732,-1.158537,0.034668,0.000000,0.510254,31.635881
85896309,-4.939024,0.731707,-1.280488,0.035889,-0.002686,0.503662,31.588821
85897365,-4.939024,0.914634,-1.158537,0.030518,-0.003174,0.510010,31.588821
85898411,-4.939024,0.792683,-0.914634,0.030029,0.000000,0.518066,31.588821
85899441,-4.939024,0.792683,-0.792683,0.034912,-0.005615,0.513916,31.635881
85900512,-4.878049,0.670732,-0.914634,0.034912,-0.003662,0.508789,31.541763
85901563,-4.939024,0.731707,-1.036585,0.035156,-0.001953,0.513184,31.682940
85902624,-4.878049,0.853659,-1.097561,0.038574,-0.003418,0.512939,31.494705
85903677,-4.695122,0.731707,-0.914634,0.036133,-0.004883,0.517822,31.635881
85904710,-4.756098,0.792683,-1.036585,0.036865,-0.004395,0.520264,31.541763
85905744,-4.817073,0.731707,-1.036585,0.031738,-0.005615,0.511719,31.635881
85906777,-4.756098,0.609756,-0.975610,0.033203,-0.006836,0.510254,31.635881
85907810,-4.756098,0.609756,-1.036585,0.032471,-0.005615,0.508545,31.588821
85908847,-4.939024,0.792683,-1.097561,0.033691,0.000732,0.510254,31.588821
85909881,-5.000000,0.853659,-1.097561,0.032227,0.000000,0.512451,31.588821
85910891,-4.817073,0.731707,-1.097561,0.032715,-0.006348,0.516113,31.682940
85911930,-4.817073,0.609756,-1.036585,0.032227,-0.007324,0.516602,31.588821
85912980,-4.878049,0.609756,-0.975610,0.035889,0.000244,0.517578,31.635881
85914017,-4.878049,0.914634,-0.975610,0.040283,0.001221,0.512695,31.635881
85915047,-4.817073,0.975610,-0.914634,0.032227,-0.003174,0.508301,31.588821
85916078,-4.817073,0.792683,-1.036585,0.030518,-0.003174,0.513916,31.588821
85917132,-4.878049,0.670732,-1.036585,0.035156,-0.000977,0.516846,31.682940
85918165,-4.939024,0.670732,-1.036585,0.036133,-0.003906,0.510986,31.635881
85919200,-4.878049,0.670732,-0.975610,0.031494,-0.001465,0.506592,31.635881
85920249,-4.817073,0.731707,-0.975610,0.038086,0.003174,0.509033,31.635881
85921288,-4.817073,0.670732,-0.792683,0.037354,0.000244,0.517822,31.588821
85922327,-4.939024,0.487805,-0.731707,0.035400,-0.003662,0.517334,31.682940
85923375,-5.000000,0.548781,-0.792683,0.032227,-0.005615,0.514404,31.682940
85924432,-5.000000,0.487805,-0.975610,0.033203,-0.000244,0.508057,31.635881
85925473,-5.000000,0.426829,-1.158537,0.035400,-0.000244,0.515869,31.541763
85926536,-4.878049,0.792683,-1.158537,0.034912,-0.004395,0.521729,31.682940
85927582,-4.817073,0.975610,-1.036585,0.038818,0.000000,0.515381,31.682940
85928624,-4.939024,0.853659,-0.975610,0.032227,0.003174,0.505615,31.682940
85929677,-5.000000,0.609756,-1.036585,0.035645,-0.003906,0.508545,31.635881
85930706,-5.000000,0.487805,-1.219512,0.031738,0.000732,0.518066,31.635881
85931744,-4.878049,0.426829,-1.219512,0.031006,-0.002686,0.513672,31.635881
85932769,-4.695122,0.670732,-1.097561,0.036133,-0.000488,0.519531,31.541763
85933809,-4.817073,0.731707,-1.158537,0.033447,-0.004639,0.512695,31.494705
85934837,-4.878049,0.731707,-1.036585,0.034668,-0.003174,0.507080,31.588821
85935877,-4.939024,0.609756,-1.097561,0.037354,0.002686,0.513916,31.588821
85936904,-4.939024,0.609756,-1.158537,0.036865,0.002686,0.509033,31.588821
85937943,-4.878049,0.548781,-0.975610,0.031738,0.000977,0.510986,31.588821
85938967,-4.817073,0.670732,-1.036585,0.035645,-0.000488,0.509766,31.635881
85940004,-5.000000,0.792683,-1.097561,0.035645,0.002197,0.515625,31.635881
85941028,-5.060976,0.792683,-1.158537,0.031738,-0.000977,0.510254,31.588821
85942076,-4.878049,0.548781,-1.036585,0.028809,-0.001953,0.509521,31.588821
85943120,-4.878049,0.426829,-1.036585,0.035156,-0.002441,0.504150,31.588821
85944160,-4.939024,0.731707,-1.036585,0.037842,0.000244,0.500244,31.541763
85945205,-5.000000,0.792683,-1.158537,0.037842,-0.002686,0.511475,31.635881
85946257,-4.939024,0.670732,-1.036585,0.034424,0.000000,0.518555,31.635881
85947279,-5.060976,0.365854,-0.914634,0.037109,0.006836,0.515137,31.682940
85948322,-5.000000,0.670732,-0.914634,0.035400,0.002930,0.511475,31.588821
85949358,-4.939024,0.914634,-1.036585,0.037354,-0.004395,0.500977,31.682940
85950404,-5.000000,0.853659,-0.975610,0.038330,-0.003418,0.508057,31.635881
85951448,-4.878049,0.914634,-0.975610,0.038574,-0.004883,0.514160,31.635881
85952497,-4.817073,0.731707,-0.975610,0.037598,-0.001221,0.521973,31.635881
85953563,-5.000000,0.365854,-0.975610,0.038818,-0.003418,0.510986,31.588821
85954618,-5.060976,0.609756,-0.975610,0.037354,0.001953,0.511963,31.682940
85955671,-4.878049,0.914634,-1.097561,0.036377,0.000977,0.514404,31.730000
85956693,-4.756098,0.853659,-1.219512,0.034180,-0.005127,0.509277,31.635881
85957735,-4.756098,0.609756,-1.036585,0.034912,-0.002686,0.506836,31.635881
85958760,-4.939024,0.426829,-0.975610,0.036621,0.001221,0.510742,31.635881
85959801,-5.000000,0.365854,-1.036585,0.035645,0.000732,0.510742,31.588821
85960818,-5.000000,0.548781,-1.036585,0.038574,-0.001709,0.510498,31.682940
85961864,-4.756098,0.914634,-1.036585,0.041504,-0.000244,0.510742,31.588821
85962888,-4.817073,1.158537,-1.097561,0.040283,-0.002930,0.518799,31.588821
85963928,-4.817073,0.853659,-1.280488,0.040283,-0.004395,0.521240,31.588821
85964953,-4.878049,0.609756,-1.097561,0.040039,-0.004883,0.509766,31.635881
85966011,-4.939024,0.487805,-1.036585,0.036133,-0.002197,0.503662,31.635881
85967039,-5.000000,0.609756,-1.036585,0.038574,0.000488,0.512695,31.588821
85968076,-4.817073,0.975610,-1.158537,0.037842,-0.002930,0.517822,31.588821
85969118,-4.817073,0.975610,-1.158537,0.030762,-0.001221,0.512939,31.588821
85970157,-4.939024,0.853659,-1.219512,0.034424,-0.003174,0.510254,31.541763
85971202,-4.878049,0.731707,-1.158537,0.036865,-0.000977,0.508057,31.730000
85972261,-4.878049,0.731707,-0.975610,0.035645,-0.003418,0.510010,31.635881
85973299,-4.939024,0.792683,-0.853659,0.034912,-0.003418,0.512695,31.588821
85974341,-4.878049,0.853659,-0.975610,0.033447,-0.002197,0.514404,31.588821
85975406,-4.878049,0.792683,-1.341463,0.029541,-0.002441,0.513916,31.635881
85976458,-4.878049,0.609756,-1.219512,0.027588,-0.003174,0.514404,31.635881
85977506,-4.939024,0.487805,-0.914634,0.032227,0.000732,0.515381,31.635881
85978572,-4.939024,0.670732,-1.036585,0.038818,0.000000,0.512695,31.682940
85979612,-4.939024,0.853659,-0.853659,0.037842,-0.004395,0.510498,31.588821
85980672,-4.878049,0.853659,-0.975610,0.038818,-0.004395,0.511719,31.635881
85981695,-4.756098,0.914634,-1.158537,0.035156,-0.003906,0.513916,31.635881
85982738,-4.756098,0.853659,-1.036585,0.032959,-0.000488,0.516357,31.635881
85983762,-4.878049,0.548781,-1.036585,0.038086,-0.001709,0.511719,31.588821
85984799,-5.060976,0.548781,-1.036585,0.039062,-0.002686,0.502441,31.588821
85985866,-4.939024,0.609756,-1.158537,0.035400,-0.004150,0.504639,31.588821
85986927,-4.878049,0.792683,-0.975610,0.032227,-0.005371,0.509277,31.682940
85987971,-5.000000,0.731707,-0.914634,0.032471,-0.000977,0.507080,31.635881
85989008,-5.060976,0.731707,-1.036585,0.037109,-0.000244,0.513428,31.541763
85990037,-4.878049,0.670732,-1.036585,0.036133,0.000244,0.512451,31.682940
85991069,-4.817073,0.609756,-0.975610,0.038086,-0.000977,0.510986,31.588821
85992114,-4.878049,0.731707,-0.914634,0.035645,-0.000244,0.514404,31.588821
85993148,-5.060976,0.548781,-0.975610,0.030273,-0.000244,0.510986,31.635881
85994180,-4.939024,0.426829,-0.914634,0.034424,-0.004395,0.514648,31.541763
85995210,-5.000000,0.609756,-1.219512,0.032227,-0.007080,0.514893,31.635881
85996244,-5.060976,0.853659,-1.402439,0.036621,-0.005615,0.507324,31.730000
85997272,-5.000000,1.036585,-1.036585,0.041504,-0.004395,0.508057,31.494705
85998304,-4.939024,0.853659,-0.914634,0.032959,-0.002930,0.514893,31.588821
85999329,-4.939024,0.670732,-0.853659,0.033203,-0.003662,0.517090,31.682940
86000372,-4.878049,0.731707,-0.914634,0.032959,-0.003418,0.510986,31.588821
86001406,-4.939024,0.670732,-1.158537,0.035400,0.002197,0.510742,31.635881
86002452,-4.939024,0.670732,-1.219512,0.038574,-0.000488,0.515137,31.635881
86003492,-5.060976,0.670732,-1.036585,0.036865,0.000244,0.517822,31.635881
86004535,-5.060976,0.792683,-0.975610,0.035889,0.003174,0.513916,31.682940
86005569,-5.000000,0.792683,-1.097561,0.032471,-0.000244,0.510254,31.682940
86006618,-4.939024,0.670732,-1.097561,0.032227,-0.001221,0.509521,31.588821
86007651,-4.939024,0.731707,-1.097561,0.033936,-0.006348,0.516846,31.635881
86008696,-4.939024,0.914634,-1.097561,0.038818,-0.005615,0.515625,31.541763
86009727,-4.939024,0.792683,-1.036585,0.035400,-0.001221,0.518311,31.541763
86010765,-4.939024,0.670732,-0.975610,0.033203,0.000000,0.516357,31.588821
86011776,-5.000000,0.609756,-0.792683,0.033203,0.001953,0.515381,31.588821
86012814,-4.878049,0.853659,-0.792683,0.035645,0.001221,0.510986,31.777058
86013853,-4.817073,0.792683,-0.975610,0.031982,-0.004150,0.505127,31.682940
86014891,-4.817073,0.792683,-1.097561,0.034668,-0.003662,0.502930,31.682940
86015927,-4.817073,0.914634,-1.158537,0.033447,-0.002686,0.501953,31.635881
86016977,-4.878049,0.792683,-1.036585,0.031006,-0.002197,0.502930,31.635881
86018013,-4.817073,0.609756,-1.036585,0.029297,-0.003906,0.504150,31.588821
86019051,-4.817073,0.609756,-1.341463,0.034668,-0.001221,0.510254,31.588821
86020080,-4.695122,0.731707,-1.036585,0.032715,-0.000977,0.515137,31.682940
86021122,-4.817073,0.670732,-0.853659,0.031006,-0.002197,0.509277,31.682940
86022151,-5.060976,0.670732,-0.853659,0.029297,-0.005371,0.512695,31.635881
86023190,-5.000000,0.670732,-1.158537,0.029053,-0.003662,0.502441,31.541763
86024232,-5.000000,0.487805,-1.036585,0.033447,-0.004150,0.505371,31.635881
86025266,-4.878049,0.609756,-0.975610,0.033203,-0.005371,0.513916,31.494705
86026295,-4.939024,0.914634,-1.219512,0.034180,-0.007324,0.512451,31.588821
86027352,-4.817073,1.036585,-1.097561,0.030029,-0.004639,0.504639,31.588821
86028404,-4.634146,0.792683,-1.097561,0.034912,-0.000732,0.516357,31.635881
86029449,-4.756098,0.609756,-1.158537,0.035400,0.000488,0.514160,31.635881
86030500,-4.939024,0.609756,-1.158537,0.039551,0.001953,0.515137,31.682940
86031543,-5.060976,0.609756,-1.158537,0.033936,-0.000977,0.510986,31.588821
86032575,-4.939024,0.792683,-1.280488,0.033447,-0.003906,0.511719,31.588821
86033626,-4.756098,0.853659,-1.280488,0.038086,-0.000977,0.509521,31.635881
86034658,-4.756098,0.792683,-1.036585,0.032715,-0.001221,0.520996,31.635881
86035719,-4.939024,0.670732,-1.158537,0.031738,-0.007568,0.520752,31.635881
86036749,-4.939024,0.609756,-0.853659,0.030029,-0.006836,0.519775,31.588821
86037786,-5.000000,0.731707,-0.914634,0.032715,-0.005371,0.513672,31.588821
86038826,-5.000000,0.853659,-1.158537,0.036621,-0.001465,0.505615,31.682940
86039877,-4.695122,1.036585,-1.158537,0.033691,-0.008545,0.508057,31.682940
86040906,-4.695122,0.914634,-0.975610,0.032959,-0.002197,0.513184,31.588821
86041942,-5.000000,0.670732,-0.914634,0.038818,0.000244,0.518799,31.635881
86042982,-5.000000,0.670732,-0.975610,0.037842,-0.005859,0.521484,31.541763
