=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2026.06.19 19:11:05 =~=~=~=~=~=~=~=~=~=~=~=
timeInstance,gyroX,gyroY,gyroZ,accX,accY,accZ,temp
111816288,-4.939024,0.487805,-1.158537,0.031006,-0.003174,0.512451,31.777058
111817321,-4.817073,0.426829,-1.219512,0.034668,-0.000732,0.508789,31.871176
111818350,-4.817073,0.365854,-1.219512,0.029541,-0.001953,0.505615,31.871176
111819387,-4.817073,0.731707,-1.158537,0.033691,-0.004150,0.509521,31.918234
111820439,-4.878049,0.853659,-1.036585,0.038086,-0.003418,0.517822,31.918234
111821474,-4.939024,0.792683,-0.792683,0.035889,-0.002441,0.509766,31.824116
111822512,-5.121951,0.731707,-0.975610,0.038818,-0.005127,0.505371,31.871176
111823549,-4.939024,0.792683,-1.219512,0.037598,-0.004883,0.514160,31.871176
111824586,-4.817073,0.731707,-1.097561,0.032959,0.000000,0.517822,31.871176
111825608,-4.939024,0.548781,-0.975610,0.037354,-0.005859,0.516602,31.824116
111826673,-4.939024,0.731707,-0.975610,0.038086,-0.002441,0.515869,32.012352
111827718,-4.817073,0.853659,-1.097561,0.036621,-0.001465,0.510742,31.730000
111828759,-4.939024,0.731707,-1.219512,0.036865,-0.001953,0.513428,31.871176
111829805,-4.939024,0.548781,-0.975610,0.036865,0.000000,0.507080,31.871176
111830826,-4.756098,0.670732,-0.670732,0.040771,0.001465,0.513916,31.965294
111831870,-4.695122,0.792683,-0.853659,0.036133,-0.004395,0.508545,31.824116
111832907,-4.878049,0.670732,-0.853659,0.034424,-0.004639,0.511963,31.918234
111833942,-5.000000,0.609756,-0.975610,0.038574,0.001221,0.507324,31.824116
111834976,-4.878049,0.609756,-1.036585,0.038818,-0.004639,0.506836,31.871176
111836014,-4.878049,0.914634,-0.975610,0.036865,-0.002686,0.503906,31.777058
111837055,-5.000000,0.975610,-0.853659,0.032959,-0.005615,0.514160,31.871176
111838081,-5.060976,0.792683,-0.975610,0.035156,-0.005127,0.516846,31.871176
111839121,-5.000000,0.731707,-1.158537,0.036865,-0.002441,0.511475,31.871176
111840147,-4.817073,0.487805,-1.097561,0.035645,0.000732,0.503662,31.918234
111841185,-4.817073,0.548781,-1.036585,0.035156,0.002686,0.510498,31.824116
111842214,-4.939024,0.670732,-1.097561,0.032715,-0.000488,0.506592,31.918234
111843259,-5.060976,0.853659,-1.036585,0.034668,-0.006592,0.512695,31.871176
111844285,-5.060976,0.670732,-0.853659,0.036133,-0.004883,0.513428,31.871176
111845324,-5.000000,0.609756,-0.914634,0.034912,-0.003662,0.525146,31.777058
111846358,-5.000000,0.731707,-0.975610,0.034668,-0.000977,0.521240,31.918234
111847389,-5.000000,0.853659,-1.097561,0.035400,-0.003174,0.518799,31.918234
111848420,-4.878049,0.731707,-1.036585,0.034912,-0.004639,0.509033,31.824116
111849458,-4.939024,0.731707,-0.792683,0.038330,-0.001953,0.508057,32.012352
111850494,-4.878049,0.609756,-0.975610,0.032959,-0.002441,0.511475,31.871176
111851530,-4.817073,0.792683,-1.280488,0.033447,0.002197,0.513428,31.871176
111852573,-4.878049,0.792683,-1.280488,0.031738,-0.002441,0.509033,31.871176
111853612,-4.756098,0.853659,-1.158537,0.036377,-0.001465,0.502930,31.918234
111854648,-4.756098,0.670732,-1.158537,0.035400,-0.001953,0.508301,31.918234
111855710,-4.878049,0.731707,-1.036585,0.032715,-0.001465,0.514648,31.824116
111856758,-4.878049,0.670732,-0.914634,0.034912,-0.002930,0.519531,31.871176
111857800,-5.000000,0.914634,-1.036585,0.031006,-0.003906,0.516602,31.871176
111858836,-4.939024,0.914634,-1.036585,0.032959,-0.004395,0.510254,31.871176
111859877,-5.000000,0.548781,-0.792683,0.031006,-0.005371,0.513672,31.918234
111860912,-4.939024,0.426829,-1.097561,0.031982,-0.002441,0.508789,31.918234
111861951,-4.878049,0.609756,-1.280488,0.031738,-0.002441,0.507080,31.918234
111862993,-4.817073,0.731707,-1.219512,0.036377,-0.000244,0.510742,31.871176
111864028,-4.756098,0.792683,-0.914634,0.039062,-0.003174,0.510986,31.871176
111865128,-4.817073,0.609756,-0.914634,0.034668,-0.004883,0.516846,31.871176
111866201,-4.939024,0.609756,-1.036585,0.031494,-0.001953,0.514893,31.918234
111867243,-5.060976,0.548781,-1.036585,0.033936,-0.007568,0.520020,31.871176
111868280,-4.939024,0.609756,-1.036585,0.038574,-0.002197,0.513916,31.871176
111869323,-4.878049,0.731707,-1.036585,0.039062,-0.001465,0.510254,31.871176
111870418,-4.817073,1.036585,-1.219512,0.039795,-0.002441,0.512207,31.824116
111871500,-4.878049,0.853659,-1.158537,0.035645,-0.001709,0.518555,31.871176
111872566,-5.000000,0.487805,-1.097561,0.032471,-0.001953,0.518066,31.871176
111873613,-4.939024,0.304878,-1.097561,0.038574,-0.000244,0.512207,31.918234
111874658,-4.939024,0.426829,-1.097561,0.037109,-0.000732,0.515869,31.824116
111875712,-4.939024,0.975610,-0.914634,0.038818,-0.003418,0.513672,31.824116
111876749,-4.878049,1.219512,-0.975610,0.040527,-0.005859,0.512207,31.777058
111877778,-4.939024,0.914634,-0.853659,0.032959,-0.005371,0.515869,31.965294
111878816,-4.817073,0.609756,-0.975610,0.034912,-0.001465,0.514160,31.871176
111879846,-4.695122,0.426829,-1.158537,0.031738,-0.000977,0.510986,31.730000
111880885,-4.756098,0.609756,-1.341463,0.034180,-0.005615,0.506836,31.824116
111881919,-4.817073,0.548781,-0.975610,0.033691,-0.004883,0.510254,31.824116
111882954,-4.939024,0.731707,-0.914634,0.038086,-0.001465,0.506592,31.824116
111883984,-5.060976,0.548781,-0.975610,0.032227,0.001465,0.510254,31.965294
111885015,-5.000000,0.426829,-0.975610,0.034668,0.003662,0.512695,31.965294
111886047,-5.000000,0.609756,-1.036585,0.034180,-0.002441,0.513672,31.871176
111887089,-4.939024,0.914634,-0.853659,0.040039,-0.001221,0.500244,31.871176
111888145,-4.878049,0.914634,-1.158537,0.031982,-0.002686,0.513916,31.918234
111889183,-4.939024,0.853659,-1.219512,0.032227,-0.005127,0.519775,31.918234
111890225,-4.939024,0.670732,-1.036585,0.030518,-0.005615,0.510010,31.871176
111891262,-4.817073,0.548781,-0.792683,0.037354,-0.000488,0.508057,31.871176
111892298,-4.756098,0.487805,-0.853659,0.033691,-0.003418,0.510986,31.871176
111893335,-4.878049,0.609756,-1.036585,0.037354,0.003174,0.514160,31.824116
111894395,-5.060976,0.670732,-0.975610,0.033936,-0.004883,0.513916,31.824116
111895449,-5.060976,0.670732,-0.975610,0.034912,-0.003174,0.513428,31.824116
111896494,-4.878049,0.609756,-0.914634,0.034424,-0.003662,0.514648,31.965294
111897544,-4.878049,0.548781,-0.853659,0.035645,-0.000977,0.508789,31.871176
111898587,-4.939024,0.670732,-1.036585,0.036377,-0.003418,0.515137,31.918234
111899634,-5.000000,0.853659,-1.097561,0.038818,-0.003174,0.513916,31.918234
111900690,-5.000000,0.914634,-0.975610,0.038574,-0.003906,0.517090,31.824116
111901727,-4.939024,0.853659,-0.792683,0.036133,0.000977,0.517578,31.871176
111902754,-4.939024,0.792683,-0.792683,0.040039,0.001221,0.513428,31.871176
111903792,-4.939024,0.670732,-0.975610,0.035400,0.000000,0.510254,31.871176
111904808,-4.939024,0.853659,-0.975610,0.032715,-0.001465,0.498779,31.871176
111905847,-4.939024,0.914634,-0.914634,0.029785,-0.002197,0.507324,31.918234
111906881,-4.939024,0.853659,-1.036585,0.034180,0.000732,0.514404,31.918234
111907916,-4.817073,0.731707,-1.219512,0.037354,0.000000,0.508301,31.824116
111908936,-4.756098,0.548781,-1.097561,0.039307,-0.004639,0.509521,31.824116
111909977,-4.878049,0.670732,-1.158537,0.038086,-0.007812,0.519043,31.777058
111911057,-4.939024,1.036585,-1.036585,0.036865,0.000244,0.518555,31.871176
111912126,-4.939024,0.792683,-0.914634,0.038330,-0.001221,0.506836,31.918234
111913192,-4.878049,0.487805,-0.914634,0.036377,0.001465,0.508545,31.824116
111914239,-4.817073,0.548781,-1.036585,0.036377,-0.000488,0.506836,31.871176
111915288,-4.878049,0.853659,-0.914634,0.036621,0.000000,0.511230,31.871176
111916316,-5.060976,0.975610,-0.731707,0.038086,-0.001465,0.517578,31.871176
111917354,-5.000000,0.670732,-0.792683,0.034668,-0.002441,0.508057,31.824116
111918387,-4.939024,0.487805,-0.914634,0.035889,0.000244,0.508057,31.824116
111919428,-4.939024,0.487805,-1.036585,0.035400,-0.001465,0.515625,31.918234
111920467,-4.939024,0.670732,-1.036585,0.039551,0.000732,0.517578,31.871176
111921507,-4.817073,0.792683,-0.853659,0.036377,0.000244,0.519531,31.871176
111922558,-5.000000,0.548781,-1.097561,0.030762,0.000488,0.514893,31.777058
111923592,-5.000000,0.670732,-1.158537,0.038818,-0.000488,0.517578,31.918234
111924634,-4.817073,0.609756,-1.158537,0.037842,-0.000732,0.508057,31.824116
111925687,-4.878049,0.670732,-1.036585,0.034668,-0.000488,0.508301,31.824116
111926708,-5.000000,0.670732,-0.914634,0.034180,-0.000244,0.512939,31.965294
111927755,-5.060976,0.670732,-1.036585,0.035156,-0.003174,0.515137,31.871176
111928777,-4.939024,0.731707,-0.792683,0.039551,-0.000488,0.512939,31.777058
111929818,-4.878049,0.792683,-0.792683,0.037842,-0.001221,0.511963,31.871176
111930838,-4.878049,0.975610,-1.097561,0.037598,-0.004883,0.528076,31.918234
111931895,-4.817073,0.731707,-1.036585,0.034424,-0.006348,0.521240,31.824116
111932936,-4.817073,0.670732,-1.036585,0.031250,-0.006348,0.507568,31.824116
111933993,-5.060976,0.853659,-1.036585,0.029297,-0.005371,0.504150,31.965294
111935029,-5.060976,0.792683,-1.097561,0.031738,-0.001465,0.516602,31.871176
111936076,-4.939024,0.670732,-1.036585,0.032959,-0.001953,0.518799,31.871176
111937124,-4.817073,0.670732,-1.097561,0.035400,-0.000977,0.513916,31.824116
111938166,-4.939024,0.731707,-1.097561,0.032959,-0.003418,0.513184,31.824116
111939202,-4.939024,0.792683,-1.097561,0.036865,-0.003906,0.509521,31.871176
111940239,-4.878049,0.670732,-1.097561,0.038086,-0.006348,0.510254,31.871176
111941287,-4.939024,0.670732,-0.914634,0.033936,-0.000488,0.508057,31.965294
111942330,-4.939024,0.548781,-0.914634,0.035156,-0.005859,0.511963,31.824116
111943379,-5.000000,0.548781,-1.036585,0.031738,-0.004150,0.509521,31.824116
111944420,-4.939024,0.792683,-0.975610,0.036865,-0.002930,0.501953,31.824116
111945460,-4.939024,1.036585,-0.853659,0.037354,-0.003906,0.505859,31.777058
111946503,-4.878049,0.975610,-0.914634,0.031006,-0.002441,0.512939,31.777058
111947542,-4.878049,0.731707,-1.036585,0.027344,-0.000732,0.515381,31.871176
111948581,-5.000000,0.548781,-1.158537,0.028564,0.000732,0.511963,31.918234
111949619,-4.878049,0.609756,-1.280488,0.033691,-0.004883,0.506348,31.824116
111950660,-4.817073,0.792683,-1.219512,0.033203,-0.005859,0.510254,31.918234
111951692,-4.939024,0.670732,-0.914634,0.030273,-0.003662,0.512451,31.965294
111952728,-4.939024,0.548781,-0.731707,0.032959,0.001465,0.517090,31.777058
111953748,-4.939024,0.609756,-0.914634,0.033447,-0.004883,0.520752,31.871176
111954784,-4.817073,0.853659,-1.158537,0.036621,-0.005615,0.515381,31.871176
111955810,-4.817073,0.975610,-1.219512,0.037109,-0.004639,0.505615,31.965294
111956846,-4.695122,0.731707,-1.158537,0.034912,-0.003662,0.514160,31.824116
111957873,-4.817073,0.731707,-1.036585,0.033447,-0.004150,0.516113,31.824116
111958916,-5.000000,0.792683,-0.792683,0.031250,-0.000977,0.503906,31.918234
111959949,-5.060976,0.792683,-0.792683,0.034180,-0.000732,0.511963,31.871176
111960984,-5.000000,0.792683,-0.853659,0.037842,0.002686,0.512695,31.965294
111962015,-5.060976,0.792683,-1.036585,0.037598,-0.002197,0.511963,31.777058
111963053,-4.939024,0.853659,-0.914634,0.041748,-0.005371,0.513184,31.871176
111964115,-4.878049,0.609756,-1.097561,0.034424,-0.001221,0.506348,31.918234
111965153,-4.878049,0.609756,-1.158537,0.038330,-0.000977,0.512207,31.918234
111966187,-4.878049,0.609756,-1.158537,0.039795,-0.005127,0.507080,31.918234
111967238,-5.000000,0.853659,-1.158537,0.039062,-0.004883,0.516602,31.871176
111968325,-4.939024,1.036585,-1.158537,0.041016,-0.002197,0.513428,31.824116
111969391,-4.939024,0.914634,-1.158537,0.034912,-0.005127,0.505371,31.918234
111970458,-4.939024,0.853659,-1.036585,0.035400,-0.010254,0.509766,31.871176
111971510,-4.878049,0.792683,-1.097561,0.033936,-0.004639,0.514893,31.777058
111972557,-4.756098,0.731707,-1.036585,0.031982,-0.004395,0.510010,31.777058
111973608,-4.756098,0.609756,-0.853659,0.032227,-0.001465,0.509277,31.824116
111974656,-4.817073,0.670732,-1.036585,0.037109,0.001709,0.508789,31.824116
111975695,-5.000000,0.670732,-1.097561,0.040039,-0.002441,0.508545,31.871176
111976731,-5.243903,0.548781,-1.036585,0.034180,-0.004395,0.520020,31.871176
111977756,-5.000000,0.670732,-1.280488,0.031494,-0.004639,0.519775,31.871176
111978794,-4.817073,0.670732,-1.219512,0.031982,-0.002686,0.515381,31.871176
111979821,-4.756098,0.853659,-1.036585,0.037842,-0.007080,0.512207,31.824116
111980862,-4.756098,0.914634,-0.975610,0.036621,-0.005615,0.501953,31.824116
111981892,-4.817073,0.914634,-1.036585,0.041016,-0.001221,0.512695,31.918234
111982944,-4.817073,0.731707,-0.792683,0.036621,0.001465,0.516846,31.871176
111983979,-4.756098,0.548781,-0.853659,0.034668,-0.002197,0.514893,31.871176
111985030,-4.695122,0.548781,-1.036585,0.038086,-0.008057,0.512695,31.777058
111986077,-4.695122,0.609756,-1.097561,0.037842,-0.007324,0.510742,31.871176
111987143,-4.939024,0.670732,-1.097561,0.040039,-0.005371,0.512207,31.824116
111988193,-4.939024,0.853659,-1.036585,0.037354,-0.003906,0.514160,31.871176
111989236,-4.878049,0.731707,-0.914634,0.035889,-0.007812,0.517090,31.871176
111990325,-4.878049,0.487805,-1.036585,0.036865,-0.004639,0.511719,31.918234
111991388,-4.878049,0.426829,-1.158537,0.034180,-0.003174,0.513428,31.918234
111992473,-4.817073,0.731707,-1.219512,0.037842,-0.001953,0.523193,31.965294
111993523,-4.878049,0.792683,-1.036585,0.036133,-0.004150,0.521729,31.871176
111994589,-4.878049,0.548781,-0.914634,0.033936,-0.005127,0.519043,31.918234
111995639,-4.878049,0.609756,-1.036585,0.036377,0.006104,0.520020,31.824116
111996687,-5.000000,0.731707,-0.914634,0.040039,0.004150,0.516602,31.871176
111997723,-4.878049,0.914634,-0.914634,0.036865,0.003418,0.509766,31.871176
111998750,-4.939024,0.853659,-0.975610,0.037598,-0.004639,0.518799,31.965294
111999792,-5.000000,0.670732,-1.036585,0.030518,-0.004395,0.518066,31.871176
112000814,-4.878049,0.731707,-0.975610,0.031250,-0.000244,0.512939,31.824116
112001854,-4.878049,0.609756,-1.097561,0.031738,-0.008545,0.515381,31.824116
112002882,-4.878049,0.670732,-1.097561,0.037109,-0.004883,0.510498,31.918234
112003931,-4.817073,0.792683,-0.975610,0.034668,-0.001465,0.520752,31.871176
112004964,-4.817073,0.792683,-1.097561,0.033447,-0.002686,0.510986,31.965294
112006005,-4.878049,0.914634,-0.975610,0.032227,0.002441,0.510986,31.871176
112007041,-5.060976,0.731707,-0.975610,0.033691,0.002441,0.509521,31.871176
112008080,-5.060976,0.731707,-1.036585,0.039551,-0.001221,0.508057,31.871176
112009121,-5.060976,0.670732,-0.914634,0.033691,-0.005371,0.512939,31.730000
112010164,-5.000000,0.731707,-0.853659,0.037842,-0.002686,0.512695,31.918234
112011200,-4.939024,0.853659,-1.036585,0.036621,0.000244,0.511475,31.777058
112012243,-4.878049,0.609756,-1.219512,0.038086,0.000000,0.521240,31.871176
112013272,-4.878049,0.426829,-1.036585,0.034912,0.001221,0.516846,31.871176
112014334,-4.878049,0.426829,-0.914634,0.035645,0.001953,0.517090,31.918234
112015384,-4.878049,0.609756,-1.158537,0.040283,-0.000732,0.511963,31.824116
112016430,-4.878049,0.914634,-1.280488,0.043701,-0.000732,0.510986,31.871176
112017478,-4.939024,0.914634,-1.097561,0.038330,0.000000,0.512451,31.871176
112018509,-4.878049,0.792683,-1.036585,0.032227,0.000977,0.515869,31.871176
112019574,-4.878049,0.792683,-0.914634,0.033936,-0.003662,0.515137,32.012352
112020644,-5.000000,0.853659,-0.853659,0.034424,-0.005615,0.508789,31.824116
112021680,-5.000000,0.792683,-1.036585,0.032959,-0.000732,0.509766,31.777058
112022730,-4.817073,0.914634,-1.280488,0.033936,-0.003418,0.510742,31.871176
112023756,-4.939024,0.670732,-1.402439,0.035889,-0.000488,0.507080,31.777058
112024796,-4.939024,0.609756,-1.158537,0.035645,0.004639,0.508789,31.918234
112025823,-5.000000,0.670732,-0.914634,0.034912,0.008057,0.510010,31.918234
112026857,-5.000000,0.792683,-1.036585,0.034180,0.005615,0.516846,31.918234
112027880,-4.939024,0.792683,-1.036585,0.039062,-0.003418,0.507568,31.824116
112028967,-4.817073,0.670732,-1.219512,0.042480,-0.003174,0.506836,31.777058
112030026,-4.878049,0.731707,-1.341463,0.033691,-0.003174,0.507080,31.871176
112031076,-4.878049,0.487805,-1.280488,0.033691,-0.002197,0.512207,31.871176
112032123,-4.939024,0.487805,-1.036585,0.037598,-0.004639,0.500244,31.918234
112033153,-4.878049,0.731707,-0.914634,0.032959,-0.002686,0.513916,31.824116
112034184,-4.939024,0.975610,-0.853659,0.031250,-0.003174,0.512695,31.871176
112035213,-5.060976,0.853659,-0.975610,0.034180,-0.002930,0.512207,31.777058
112036237,-5.000000,0.609756,-0.914634,0.034180,-0.006592,0.517334,31.871176
112037264,-5.000000,0.731707,-0.975610,0.028809,-0.005859,0.509521,31.871176
112038286,-4.939024,0.914634,-1.036585,0.033203,-0.004639,0.505127,31.777058
112039316,-4.878049,0.792683,-1.158537,0.038574,-0.005859,0.508301,31.918234
112040342,-4.817073,0.670732,-1.158537,0.038574,0.001953,0.512939,31.918234
112041380,-4.695122,0.731707,-1.097561,0.035400,0.000244,0.516113,31.918234
112042416,-4.756098,0.853659,-1.036585,0.035645,-0.003906,0.512207,31.824116
112043453,-4.878049,0.609756,-0.975610,0.034668,-0.002930,0.513672,31.871176
112044489,-5.060976,0.731707,-0.853659,0.036377,-0.003906,0.511475,31.871176
112045524,-5.000000,0.792683,-0.914634,0.039795,-0.001953,0.507568,31.871176
112046556,-4.817073,0.792683,-1.036585,0.037109,-0.007324,0.512451,31.824116
112047596,-5.000000,0.670732,-0.975610,0.034668,-0.001465,0.517090,31.824116
112048626,-4.878049,0.731707,-0.975610,0.030518,-0.000488,0.523926,31.824116
112049682,-4.939024,0.731707,-0.975610,0.038086,-0.002197,0.511963,31.965294
112050709,-5.121951,0.853659,-1.219512,0.034668,0.000488,0.509277,31.871176
112051737,-5.060976,0.792683,-1.280488,0.032715,-0.005859,0.516846,31.965294
112052763,-4.817073,0.792683,-1.158537,0.037109,-0.006104,0.515625,31.965294
112053795,-4.817073,0.792683,-0.975610,0.037598,-0.000244,0.519775,31.918234
112054822,-4.817073,0.731707,-1.097561,0.035645,-0.006592,0.512939,31.730000
112055854,-4.817073,0.609756,-1.341463,0.033936,-0.003906,0.511719,31.824116
112056883,-4.817073,0.426829,-1.158537,0.038330,0.003174,0.507080,31.824116
112057922,-5.000000,0.487805,-1.036585,0.037109,0.003906,0.509033,31.871176
112058957,-4.939024,0.548781,-1.097561,0.034668,0.001709,0.509766,31.871176
112059993,-4.878049,0.670732,-0.914634,0.035889,-0.001465,0.510010,31.777058
112061027,-5.000000,0.792683,-1.097561,0.035645,0.002197,0.512451,31.871176
112062084,-4.939024,0.975610,-1.097561,0.036377,0.001465,0.514404,31.824116
112063132,-4.939024,0.975610,-1.097561,0.034668,-0.002441,0.510010,31.824116
112064168,-4.756098,0.731707,-1.036585,0.031738,-0.002686,0.507812,31.777058
112065247,-4.878049,0.365854,-1.097561,0.029541,-0.005127,0.509766,31.871176
112066297,-4.939024,0.609756,-1.158537,0.031982,0.000977,0.509277,31.824116
112067345,-4.817073,0.853659,-1.158537,0.036865,-0.000488,0.507324,31.824116
112068399,-4.756098,0.548781,-1.036585,0.033447,0.000488,0.509521,31.918234
112069446,-4.817073,0.487805,-0.975610,0.031982,-0.003662,0.520508,31.777058
112070505,-4.878049,0.670732,-0.975610,0.034424,-0.000732,0.517578,31.777058
112071540,-4.878049,0.670732,-0.975610,0.034668,-0.003418,0.516113,31.824116
112072581,-4.817073,0.670732,-1.036585,0.035889,-0.001709,0.510742,31.918234
112073638,-4.878049,0.609756,-1.097561,0.031006,-0.005371,0.509277,31.824116
112074692,-5.060976,0.792683,-1.036585,0.032471,-0.002441,0.507080,31.965294
112075730,-4.939024,0.792683,-1.097561,0.031494,-0.002197,0.505127,31.871176
112076765,-4.817073,0.670732,-1.280488,0.034180,-0.004395,0.513184,31.871176
112077805,-4.939024,0.670732,-1.036585,0.035156,-0.002441,0.512207,31.730000
112078840,-4.939024,0.731707,-1.036585,0.031494,-0.001953,0.508301,31.824116
112079877,-4.939024,0.792683,-1.097561,0.033936,0.000488,0.506104,31.918234
112080931,-4.878049,0.853659,-0.975610,0.039062,-0.001221,0.514893,31.871176
112082022,-4.878049,0.792683,-0.792683,0.032227,-0.005371,0.513184,31.871176
112083076,-4.939024,0.853659,-0.914634,0.033691,-0.001221,0.515381,31.824116
112084125,-4.878049,0.853659,-1.158537,0.032471,-0.000488,0.501221,31.824116
112085152,-4.939024,0.670732,-1.219512,0.027344,0.001465,0.504395,31.871176
112086183,-5.060976,0.609756,-0.853659,0.030762,-0.004395,0.510742,31.871176
112087213,-4.939024,0.609756,-0.731707,0.034912,0.000488,0.506104,31.965294
112088239,-4.817073,0.670732,-0.975610,0.035400,-0.000488,0.510986,31.871176
112089269,-4.756098,0.609756,-1.097561,0.034912,-0.002441,0.522217,31.777058
112090305,-4.756098,0.853659,-1.036585,0.033447,-0.003174,0.510498,31.918234
112091337,-4.878049,0.914634,-1.158537,0.030029,-0.001221,0.509033,31.918234
112092365,-4.817073,0.853659,-1.158537,0.032227,-0.001221,0.509277,31.824116
112093403,-5.000000,0.975610,-1.219512,0.035889,0.001221,0.505859,31.965294
112094443,-4.939024,0.792683,-1.219512,0.038086,-0.000488,0.507568,31.777058
112095480,-4.878049,0.609756,-1.158537,0.031250,-0.002686,0.507324,31.871176
112096515,-4.817073,0.670732,-0.975610,0.035156,-0.002686,0.510010,31.871176
112097551,-4.939024,0.731707,-1.036585,0.034180,-0.001709,0.520264,31.824116
112098586,-4.939024,0.853659,-1.097561,0.033203,-0.002930,0.509033,31.824116
112099635,-4.878049,0.853659,-0.975610,0.037598,-0.004395,0.510742,31.824116
112100682,-4.878049,0.853659,-0.914634,0.038330,0.000732,0.508789,31.777058
112101709,-4.878049,0.792683,-0.975610,0.034424,-0.001465,0.513916,31.871176
112102749,-4.817073,0.609756,-1.158537,0.026123,-0.001221,0.515625,31.965294
112103783,-4.756098,0.670732,-1.219512,0.032471,0.006104,0.511963,31.918234
112104813,-4.695122,0.670732,-0.975610,0.033447,-0.005859,0.514404,31.918234
112105839,-4.878049,0.731707,-0.914634,0.032227,-0.001709,0.519043,31.730000
112106872,-4.878049,0.670732,-1.219512,0.036621,0.008789,0.515381,31.824116
112107926,-4.817073,0.914634,-1.158537,0.039062,-0.006592,0.512451,31.871176
112109022,-4.817073,0.853659,-1.036585,0.034912,-0.000732,0.501465,31.871176
112110071,-4.878049,0.548781,-1.402439,0.037842,-0.003174,0.517334,31.918234
112111112,-4.878049,0.548781,-1.341463,0.041748,-0.000244,0.512207,31.824116
112112144,-4.939024,0.731707,-0.914634,0.036133,-0.001953,0.510254,31.871176
112113185,-4.939024,0.853659,-0.853659,0.034424,-0.004395,0.509277,31.871176
112114217,-4.817073,0.792683,-0.914634,0.032471,0.000732,0.507324,31.777058
112115241,-4.878049,0.731707,-1.097561,0.034668,0.003174,0.506104,31.777058
112116270,-5.000000,0.670732,-0.853659,0.035645,-0.001465,0.513184,31.824116
112117289,-5.060976,0.670732,-0.853659,0.031982,-0.004395,0.520752,31.824116
112118320,-5.000000,0.792683,-0.914634,0.035400,-0.004883,0.510986,31.824116
112119360,-4.878049,0.914634,-0.975610,0.036865,-0.004395,0.509766,31.824116
112120400,-4.939024,0.670732,-0.914634,0.033203,-0.004883,0.511475,31.777058
112121443,-4.878049,0.548781,-1.036585,0.037354,-0.001221,0.510986,31.871176
112122499,-4.817073,0.609756,-1.097561,0.039307,-0.002197,0.510498,31.871176
112123535,-4.695122,0.670732,-0.975610,0.039307,-0.005127,0.511719,31.824116
112124573,-4.817073,0.853659,-0.853659,0.037109,-0.001709,0.509033,31.824116
112125607,-4.939024,0.609756,-0.975610,0.037109,-0.003418,0.512207,31.824116
112126648,-4.939024,0.487805,-0.853659,0.032471,-0.001465,0.515381,31.871176
112127688,-5.000000,0.670732,-0.670732,0.037354,0.002686,0.504883,31.871176
112128714,-4.817073,0.731707,-0.975610,0.035645,0.001221,0.512695,31.871176
112129750,-4.756098,0.853659,-1.158537,0.039307,-0.001465,0.510986,31.871176
112130778,-4.817073,0.853659,-1.219512,0.035889,-0.004883,0.510254,31.824116
112131814,-4.817073,0.792683,-1.280488,0.039795,-0.003662,0.511475,31.824116
112132849,-4.878049,0.731707,-1.158537,0.036133,-0.003906,0.508057,31.824116
112133884,-5.000000,0.670732,-0.914634,0.035889,-0.002197,0.516357,31.824116
112134930,-4.878049,0.853659,-1.097561,0.035889,-0.004883,0.514160,31.871176
112135982,-4.939024,0.914634,-1.341463,0.041748,-0.004639,0.509766,31.871176
112137020,-4.817073,0.792683,-1.097561,0.036621,-0.001709,0.515137,31.871176
112138059,-5.000000,0.731707,-1.097561,0.035156,0.000732,0.515381,31.871176
112139080,-5.121951,0.670732,-1.036585,0.039795,-0.001953,0.515381,31.918234
112140135,-4.939024,0.670732,-1.097561,0.038330,-0.008057,0.516602,31.824116
112141174,-5.000000,0.731707,-0.914634,0.036865,-0.000732,0.514648,31.777058
112142200,-4.939024,0.731707,-0.975610,0.033936,-0.000488,0.516602,31.871176
112143225,-5.000000,0.792683,-1.036585,0.036865,-0.000488,0.518066,31.871176
112144251,-4.939024,0.731707,-1.097561,0.036133,-0.000244,0.507812,31.871176
112145322,-4.939024,0.548781,-0.914634,0.032227,-0.002930,0.505859,31.824116
112146395,-5.060976,0.548781,-1.036585,0.033447,-0.004639,0.509033,31.871176
112147451,-4.878049,0.731707,-1.219512,0.033936,-0.002686,0.509766,31.777058
112148502,-5.000000,0.792683,-1.097561,0.033936,0.000000,0.511719,31.871176
112149523,-4.939024,0.548781,-0.792683,0.032959,-0.003418,0.511230,31.824116
112150569,-4.878049,0.548781,-0.975610,0.036133,-0.002686,0.511963,31.918234
112151611,-4.878049,0.609756,-1.219512,0.034180,-0.002686,0.513672,31.918234
112152652,-5.000000,0.853659,-1.158537,0.029541,-0.005371,0.511475,31.871176
112153689,-4.878049,1.097561,-1.158537,0.035400,-0.001221,0.510010,31.871176
112154725,-4.939024,0.914634,-1.158537,0.033447,-0.000732,0.515381,31.871176
112155775,-4.878049,0.792683,-1.219512,0.036133,-0.001221,0.518555,31.824116
112156812,-4.939024,0.792683,-1.158537,0.038086,0.002197,0.520752,31.824116
112157841,-4.817073,0.792683,-1.158537,0.035156,-0.003906,0.517822,31.918234
112158881,-4.878049,0.853659,-1.280488,0.038086,0.000732,0.513184,31.824116
112159913,-5.000000,0.792683,-1.036585,0.036133,-0.002930,0.517334,31.871176
112160964,-5.000000,0.731707,-1.036585,0.033691,-0.001953,0.505127,31.871176
